 Placa ; Tipo de Vehiculo ; Año del Permiso ; Valor Permiso ; IPC ; Multa ; Valor Total ; Fecha de Emision ; Codigo Sii ; Forma de Pago ; Fondos a Terceros 
JXPF-19;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPF-20;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPF-21;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-69;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-73;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-74;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-75;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-76;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-77;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-78;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-88;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-97;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-98;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-99;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPF-10;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JXPD-68;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JZBT-99;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JZBT-98;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JZBV-91;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
JZBV-92;CAMIONETA;2020;144666;0;0;144666;27-08-2020;CT235015318;2da. Cuota;No
LDGD-26;CAMIONETA;2020;178711;0;0;178711;27-08-2020;CT235015619;2da. Cuota;No
LJPG-70;CAMIONETA;2020;178711;0;0;178711;27-08-2020;CT235015619;2da. Cuota;No
JJKJ-30;CAMIONETA;2020;236182;0;0;236182;27-08-2020;CT243007417;2da. Cuota;No
JJKJ-31;CAMIONETA;2020;236182;0;0;236182;27-08-2020;CT243007417;2da. Cuota;No
JJTT-39;CAMIONETA;2020;134446;0;0;134446;27-08-2020;CT235014717;2da. Cuota;No
FZHG-38;AUTOMOVIL;2020;28770;0;0;28770;11-08-2020;HB111011514;2da. Cuota;No
CVJH-77;AUTOMOVIL;2020;14235;0;0;14235;12-08-2020;SD050022711;2da. Cuota;No
KKSS-70;CAMIONETA;2020;210861;0;0;210861;12-08-2020;CT243007318;2da. Cuota;No
GRYT-50;STATION WAGON;2020;72577;0;0;72577;12-08-2020;VN166006814;2da. Cuota;No
JJTT-40;CAMIONETA;2020;134446;0;0;134446;12-08-2020;CT235014717;2da. Cuota;No
DXXJ-65;AUTOMOVIL;2020;25700;0;771;26471;13-08-2020;HB050012313;Contado;No
JXKZ-96;FURGON;2020;170218;0;0;170218;13-08-2020;CO052010618;2da. Cuota;No
FBBT-13;FURGON;2020;49791;0;0;49791;13-08-2020;VN111014812;2da. Cuota;No
DDFK-17;FURGON;2020;20217;0;0;20217;13-08-2020;CO052006111;2da. Cuota;No
CZLZ-29;FURGON;2020;16094;0;0;16094;13-08-2020;CO052005111;2da. Cuota;No
BYLB-81;FURGON;2020;28971;0;0;28971;13-08-2020;VN111012409;2da. Cuota;No
LHZS-54;FURGON;2020;181284;0;0;181284;13-08-2020;CO052011319;2da. Cuota;No
LFKT-35;FURGON;2020;181284;0;0;181284;13-08-2020;CO052011319;2da. Cuota;No
LCDV-35;FURGON;2020;96795;0;0;96795;13-08-2020;CO052009419;2da. Cuota;No
LCDT-54;FURGON;2020;181284;0;0;181284;13-08-2020;CO052011319;2da. Cuota;No
KXDX-21;FURGON;2020;96795;0;0;96795;13-08-2020;CO052009419;2da. Cuota;No
KXDX-20;FURGON;2020;96795;0;0;96795;13-08-2020;CO052009419;2da. Cuota;No
KTWK-33;FURGON;2020;181284;0;0;181284;13-08-2020;CO052011319;2da. Cuota;No
KHYL-73;CAMIONETA;2020;250928;0;0;250928;13-08-2020;CT235015418;2da. Cuota;No
JRXH-75;FURGON;2020;70766;0;0;70766;13-08-2020;CO052010117;2da. Cuota;No
JRXG-13;FURGON;2020;70766;0;0;70766;13-08-2020;CO052010117;2da. Cuota;No
JRXG-12;FURGON;2020;70766;0;0;70766;13-08-2020;CO052010117;2da. Cuota;No
JRXG-11;FURGON;2020;70766;0;0;70766;13-08-2020;CO052010117;2da. Cuota;No
JPDG-41;FURGON;2020;54016;0;0;54016;13-08-2020;CO197003017;2da. Cuota;No
JJFS-32;FURGON;2020;130975;0;0;130975;13-08-2020;VN176006317;2da. Cuota;No
JJFS-15;FURGON;2020;130975;0;0;130975;13-08-2020;VN176006317;2da. Cuota;No
GXTC-27;FURGON;2020;106213;0;0;106213;13-08-2020;VN111021015;2da. Cuota;No
GGFK-87;CAMIONETA;2020;71671;0;0;71671;13-08-2020;CT132005214;2da. Cuota;No
FLLB-63;CAMIONETA;2020;64277;0;0;64277;13-08-2020;CT132005113;2da. Cuota;No
VF-6434;AUTOMOVIL;2020;12493;0;0;12493;13-08-2020;SD160008402;2da. Cuota;No
JGSB-22;FURGON;2020;70766;0;0;70766;13-08-2020;CO052010117;2da. Cuota;No
JDWY-72;FURGON;2020;70766;0;0;70766;13-08-2020;CO052010117;2da. Cuota;No
KRHK-65;AUTOMOVIL;2020;50696;0;0;50696;13-08-2020;SD229005519;2da. Cuota;No
BRXB-30;CAMIONETA;2020;31788;0;0;31788;13-08-2020;CT235011608;2da. Cuota;No
GZCL-12;STATION WAGON;2020;54469;0;0;54469;13-08-2020;SU225008615;2da. Cuota;No
KFZB-28;CAMIONETA;2020;165993;0;0;165993;17-08-2020;CT176032718;2da. Cuota;No
LFLD-35;STATION WAGON;2020;100795;0;0;100795;17-08-2020;SU166003619;2da. Cuota;No
LBJD-86;STATION WAGON;2020;32191;0;0;32191;17-08-2020;SU111006708;2da. Cuota;No
HKHL-23;CAMIONETA;2020;295606;0;8868;304474;18-08-2020;CT235013816;Contado;No
HSRH-70;AUTOMOVIL;2020;39984;0;0;39984;18-08-2020;SD050030716;2da. Cuota;No
HGSH-36;STATION WAGON;2020;68396;0;2052;70448;19-08-2020;SU229026315;Contado;No
FWHJ-92;CAMIONETA;2020;64688;0;0;64688;28-08-2020;CT050032013;2da. Cuota;No
GFTV-74;CAMIONETA;2020;73180;0;0;73180;19-08-2020;CT166006014;2da. Cuota;No
JJTT-57;CAMIONETA;2020;134446;0;0;134446;20-08-2020;CT235014717;2da. Cuota;No
HRYF-75;CAMIONETA;2020;177955;0;0;177955;28-08-2020;CT235014416;2da. Cuota;No
JJTT-37;CAMIONETA;2020;134446;0;0;134446;21-08-2020;CT235014717;2da. Cuota;No
JJTT-55;CAMIONETA;2020;134446;0;0;134446;21-08-2020;CT235014717;2da. Cuota;No
KHDV-49;CAMIONETA;2020;139275;0;0;139275;21-08-2020;CT166006418;2da. Cuota;No
LHZP-18;FURGON;2020;181284;0;0;181284;21-08-2020;CO052011319;2da. Cuota;No
LHZP-17;FURGON;2020;193557;0;0;193557;21-08-2020;CO052010519;2da. Cuota;No
LHZP-16;FURGON;2020;181284;0;0;181284;21-08-2020;CO052011319;2da. Cuota;No
LHZP-15;FURGON;2020;193557;0;0;193557;21-08-2020;CO052010519;2da. Cuota;No
HJCV-61;AUTOMOVIL;2020;32894;0;0;32894;22-08-2020;SD243016816;2da. Cuota;No
LCDT-23;STATION WAGON;2020;78311;0;0;78311;24-08-2020;SU197010119;2da. Cuota;No
JVCY-60;STATION WAGON;2020;45717;0;0;45717;24-08-2020;SU229027417;2da. Cuota;No
JJTT-46;CAMIONETA;2020;134446;0;0;134446;25-08-2020;CT235014717;2da. Cuota;No
HSRS-41;AUTOMOVIL;2020;25812;0;0;25812;26-08-2020;HB132007916;2da. Cuota;No
BTVP-19;STATION WAGON;2020;37622;0;0;37622;26-08-2020;VN079005509;2da. Cuota;No
KTWK-68;AUTOMOVIL;2020;50696;0;0;50696;26-08-2020;SD197014519;2da. Cuota;No
BFFD-78;CAMIONETA;2020;26456;0;0;26456;26-08-2020;CT132003708;2da. Cuota;No
HBSX-52;STATION WAGON;2020;88352;0;0;88352;27-08-2020;SU111016315;2da. Cuota;No
HGSS-48;CAMIONETA;2020;105462;0;0;105462;27-08-2020;CT176033216;2da. Cuota;No
DX-4004;STATION WAGON;2020;12493;0;0;12493;27-08-2020;SD227004692;2da. Cuota;No
DWZV-13;CAMIONETA;2020;72560;0;0;72560;27-08-2020;CT235013312;2da. Cuota;No
JPDX-14;STATION WAGON;2020;36243;0;0;36243;27-08-2020;SU197007617;2da. Cuota;No
GGZZ-59;CAMIONETA;2020;35208;0;0;35208;28-08-2020;CT077002014;2da. Cuota;No
FBLZ-97;AUTOMOVIL;2020;13531;0;0;13531;28-08-2020;HB229010213;2da. Cuota;No
WB-4561;STATION WAGON;2020;20093;0;0;20093;28-08-2020;SU184011207;2da. Cuota;No
CHZD-77;CAMIONETA;2020;34656;0;0;34656;28-08-2020;CT050028910;2da. Cuota;No
JJTT-41;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JJTT-42;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JJTT-43;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JJTT-44;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JJTT-45;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JJTT-56;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JJTT-34;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JJTT-35;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JJTT-36;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JJTT-38;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JRVW-46;CAMIONETA;2020;236182;0;0;236182;28-08-2020;CT243007417;2da. Cuota;No
JTKB-11;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JTKB-13;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
JTLW-84;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
KHHS-65;CAMIONETA;2020;268605;0;0;268605;28-08-2020;CT243007418;2da. Cuota;No
KHDV-30;CAMIONETA;2020;158347;0;0;158347;28-08-2020;CT166006618;2da. Cuota;No
KHDV-50;CAMIONETA;2020;139275;0;0;139275;28-08-2020;CT166006418;2da. Cuota;No
KJCR-38;CAMIONETA;2020;139275;0;0;139275;28-08-2020;CT166006418;2da. Cuota;No
KSSG-62;CAMIONETA;2020;158347;0;0;158347;28-08-2020;CT166006618;2da. Cuota;No
KSKP-20;CAMIONETA;2020;343504;0;0;343504;28-08-2020;CT243007419;2da. Cuota;No
KSKP-19;CAMIONETA;2020;265185;0;0;265185;28-08-2020;CT243007319;2da. Cuota;No
LCPB-57;MINIBUS PARTICULAR;2020;227313;0;0;227313;28-08-2020;VN184001819;2da. Cuota;No
LFVS-40;CAMIONETA;2020;278061;0;0;278061;28-08-2020;CT166006319;2da. Cuota;No
LFVS-43;CAMIONETA;2020;278061;0;0;278061;28-08-2020;CT166006319;2da. Cuota;No
LFVS-42;CAMIONETA;2020;278061;0;0;278061;28-08-2020;CT166006319;2da. Cuota;No
LFVS-41;CAMIONETA;2020;278061;0;0;278061;28-08-2020;CT166006319;2da. Cuota;No
HTZC-24;AUTOMOVIL;2020;29071;0;0;29071;28-08-2020;HB077017416;2da. Cuota;No
JDDY-71;CAMIONETA;2020;122977;0;0;122977;28-08-2020;CT166006417;2da. Cuota;No
JJTT-31;CAMIONETA;2020;134446;0;0;134446;28-08-2020;CT235014717;2da. Cuota;No
DWTS-33;CAMIONETA;2020;65635;0;0;65635;28-08-2020;CT176028912;2da. Cuota;No
DBDT-35;CAMIONETA;2020;24240;0;0;24240;28-08-2020;CT176029111;2da. Cuota;No
KKHR-12;CAMIONETA;2020;250928;0;0;250928;28-08-2020;CT235014418;2da. Cuota;No
GVHZ-86;AUTOMOVIL;2020;19443;0;0;19443;28-08-2020;HB050017115;2da. Cuota;No
YX-5106; ;2020;5027;0;0;5027;31-08-2020; ;Contado;No
CTJB-95;CAMIONETA;2020;124189;0;3726;127915;31-08-2020;CT243002111;Contado;No
HGSR-65;CAMIONETA;2020;36516;0;0;36516;31-08-2020;CT077001916;2da. Cuota;No
BYDG-55;STATION WAGON;2020;20923;0;0;20923;31-08-2020;SU059010109;2da. Cuota;No
HTZJ-70;CAMIONETA;2020;156939;0;0;156939;31-08-2020;CT079017516;2da. Cuota;No
AL-9804;AUTOMOVIL;2020;12493;0;0;12493;31-08-2020;SD166001990;2da. Cuota;No
CZZH-45;CAMIONETA;2020;37824;0;0;37824;31-08-2020;CT050028911;2da. Cuota;No
VE-4231;CAMIONETA;2020;24837;0;745;25582;31-08-2020;CT176003102;Contado;No
LT-8434;CAMIONETA;2019;24177;991;6418;31586;31-08-2020;CT111000295;Contado;No
LT-8434;CAMIONETA;2020;24837;0;745;25582;31-08-2020;CT111000295;Contado;No
