 Placa ; Tipo de Vehiculo ; Año del Permiso ; Valor Permiso ; IPC ; Multa ; Valor Total ; Fecha de Emision ; Codigo Sii ; Forma de Pago ; Fondos a Terceros 
LBKH-53;STATION WAGON;2020;130645;0;0;130645;30-03-2020;SU132017719;1ra. Cuota;No
BTRZ-47;AUTOMOVIL;2020;24837;0;0;24837;30-03-2020;HB111004408;Contado;No
GFLC-47;CAMIONETA;2020;269157;0;0;269157;30-03-2020;CT160011614;Contado;No
VT-7939;CAMIONETA;2020;24837;0;0;24837;30-03-2020;CT050015103;Contado;No
HZZJ-52;CAMIONETA;2020;49645;0;0;49645;30-03-2020;CT154002816;1ra. Cuota;No
DJBF-49;AUTOMOVIL;2020;25300;0;0;25300;30-03-2020;HB229010212;Contado;No
HSHS-33;STATION WAGON;2020;141445;0;0;141445;30-03-2020;VN079006716;1ra. Cuota;No
FLCC-52;CAMIONETA;2020;107089;0;0;107089;30-03-2020;CT132005013;Contado;No
BPXJ-31;STATION WAGON;2020;70913;0;0;70913;30-03-2020;SU227028208;Contado;No
KZRF-87;AUTOMOVIL;2020;64945;0;0;64945;31-03-2020;SD111028319;1ra. Cuota;No
GJPV-46;CAMIONETA;2020;93595;0;0;93595;31-03-2020;CT235013314;1ra. Cuota;No
UU-7978;CAMIONETA;2020;12418;0;0;12418;31-03-2020;CT050015101;1ra. Cuota;No
BDVJ-63;STATION WAGON;2020;35398;0;0;35398;31-03-2020;SU111005708;1ra. Cuota;No
FRGV-46;CAMIONETA;2020;99895;0;0;99895;31-03-2020;CT235013413;1ra. Cuota;No
HSRH-70;AUTOMOVIL;2020;39747;0;0;39747;31-03-2020;SD050030716;1ra. Cuota;No
DRZC-21;CAMIONETA;2020;99895;0;0;99895;31-03-2020;CT235013413;1ra. Cuota;No
GXPW-76;CAMIONETA;2020;143890;0;0;143890;31-03-2020;CT064009115;1ra. Cuota;No
CVSV-63;STATION WAGON;2020;78303;0;0;78303;31-03-2020;SU132012611;Contado;No
GGZZ-59;CAMIONETA;2020;34998;0;0;34998;31-03-2020;CT077002014;1ra. Cuota;No
CJK-065;MOTO;2020;24837;0;0;24837;31-03-2020;MT173011315;Contado;No
WV-4864;CAMIONETA;2020;35196;0;0;35196;31-03-2020;CT176019507;Contado;No
HCVH-76;CAMIONETA;2020;111175;0;0;111175;31-03-2020;CT154003915;Contado;No
DDFX-18;CAMIONETA;2020;98169;0;0;98169;31-03-2020;CT243003511;Contado;No
KN-2050;CAMIONETA;2020;24837;0;0;24837;31-03-2020;CT166001493;Contado;No
DTVZ-25;AUTOMOVIL;2020;27498;0;0;27498;31-03-2020;SD050024912;1ra. Cuota;No
SS-9327;AUTOMOVIL;2020;12418;0;0;12418;31-03-2020;HB052008899;1ra. Cuota;No
KK-2037;STATION WAGON;2020;24837;0;0;24837;31-03-2020;SD227004293;Contado;No
FLBH-24;STATION WAGON;2020;67945;0;0;67945;31-03-2020;SU111007613;1ra. Cuota;No
HRPX-14;STATION WAGON;2020;217803;0;0;217803;31-03-2020;SU106003516;1ra. Cuota;No
ZJ-4086;CAMIONETA;2020;47796;0;0;47796;31-03-2020;CT166003606;Contado;No
NX-5142;CAMIONETA;2020;24837;0;0;24837;31-03-2020;CT050003796;Contado;No
XY-9258;STATION WAGON;2020;31568;0;0;31568;31-03-2020;SU176016204;Contado;No
CLYG-13;JEEP;2020;28398;0;0;28398;31-03-2020;SU229024010;1ra. Cuota;No
KXFD-80;AUTOMOVIL;2020;55196;0;0;55196;31-03-2020;HB229015219;Contado;No
CJWX-66;AUTOMOVIL;2020;29996;0;0;29996;31-03-2020;HB229007710;Contado;No
HTYW-58;STATION WAGON;2020;35398;0;0;35398;31-03-2020;SU035000415;1ra. Cuota;No
JXLK-43;AUTOMOVIL;2020;49793;0;0;49793;31-03-2020;HB111018318;1ra. Cuota;No
VC-2535;AUTOMOVIL;2020;24837;0;0;24837;31-03-2020;SD050017102;Contado;No
KRHK-65;AUTOMOVIL;2020;50395;0;0;50395;31-03-2020;SD229005519;1ra. Cuota;No
DZKL-45;CAMIONETA;2020;135589;0;0;135589;31-03-2020;CT243002513;Contado;No
KCLL-29;AUTOMOVIL;2020;36396;0;0;36396;31-03-2020;HB229014918;Contado;No
DPJG-60;CAMIONETA;2020;92989;0;0;92989;31-03-2020;CT166004712;Contado;No
YP-9931;CAMIONETA;2020;25400;0;0;25400;31-03-2020;CT111002605;Contado;No
DBDT-35;CAMIONETA;2020;24096;0;0;24096;31-03-2020;CT176029111;1ra. Cuota;No
XD-2001;STATION WAGON;2020;29400;0;0;29400;31-03-2020;SU106002604;Contado;No
KLGL-47;STATION WAGON;2020;107989;0;0;107989;31-03-2020;SU018000618;Contado;No
KKYB-45;STATION WAGON;2020;219589;0;0;219589;31-03-2020;SU235010618;Contado;No
CBPV-31;STATION WAGON;2020;67196;0;0;67196;31-03-2020;SU050006610;Contado;No
FDFL-67;AUTOMOVIL;2020;28700;0;0;28700;31-03-2020;HB111009713;Contado;No
CDWC-95;AUTOMOVIL;2020;29996;0;0;29996;31-03-2020;SD111016410;Contado;No
CPYH-52;CAMIONETA;2020;42798;0;0;42798;31-03-2020;CT160010310;1ra. Cuota;No
BGRT-98;AUTOMOVIL;2020;52996;0;0;52996;31-03-2020;SD166006308;Contado;No
DZZH-29;CAMIONETA;2020;48196;0;0;48196;31-03-2020;CT154001912;Contado;No
HGSB-46;AUTOMOVIL;2020;26700;0;0;26700;31-03-2020;HB229012015;Contado;No
DWTS-33;CAMIONETA;2020;65245;0;0;65245;31-03-2020;CT176028912;1ra. Cuota;No
GTTK-12;CAMIONETA;2020;82195;0;0;82195;31-03-2020;CT166006015;1ra. Cuota;No
DWZV-13;CAMIONETA;2020;72127;0;0;72127;28-03-2020;CT235013312;1ra. Cuota;No
KYYZ-11;AUTOMOVIL;2020;210423;0;0;210423;02-04-2020;SD132016219;Contado;No
CBLD-83;STATION WAGON;2020;42196;0;0;42196;02-04-2020;SU111006509;Contado;No
EX-6107;JEEP;2020;24837;0;0;24837;02-04-2020;SU176001690;Contado;No
HFVF-13;CAMIONETA;2020;164389;0;0;164389;07-04-2020;CT166006015;Contado;No
JFRS-42;STATION WAGON;2020;69595;0;0;69595;03-04-2020;HB235007517;1ra. Cuota;No
XR-7360;CAMIONETA;2020;29996;0;0;29996;03-04-2020;CT166003504;Contado;No
SA-5692;CAMIONETA;2020;24837;0;0;24837;05-04-2020;CT235003198;Contado;No
BCFW-92;AUTOMOVIL;2020;12418;0;0;12418;06-04-2020;HB229008307;1ra. Cuota;No
JTGT-28;CAMIONETA;2020;188089;0;0;188089;06-04-2020;CT154004117;Contado;No
PN-8478;CAMIONETA;2020;24837;0;0;24837;06-04-2020;CT235003597;Contado;No
FHXG-27;CAMIONETA;2020;112489;0;0;112489;06-04-2020;CT176023713;Contado;No
ZX-1624;AUTOMOVIL;2020;24837;0;0;24837;06-04-2020;SD077004806;Contado;No
ZV-6598;STATION WAGON;2020;24298;0;0;24298;06-04-2020;SU227019206;1ra. Cuota;No
ZV-4698;AUTOMOVIL;2020;24837;0;0;24837;06-04-2020;SD132009306;Contado;No
CYXF-20;CAMIONETA;2020;45996;0;0;45996;07-04-2020;CT154001211;Contado;No
UJ-2154;STATION WAGON;2020;24837;0;0;24837;07-04-2020;SU111003201;Contado;No
GBTD-39;CAMIONETA;2020;187189;0;0;187189;07-04-2020;CT235013314;Contado;No
YR-3150;CAMIONETA;2020;32196;0;0;32196;07-04-2020;CT176020005;Contado;No
JSFH-74;AUTOMOVIL;2020;86596;0;0;86596;07-04-2020;HB229015617;Contado;No
JBBW-67;STATION WAGON;2020;171403;0;0;171403;07-04-2020;SU132016517;1ra. Cuota;No
HLPD-67;JEEP;2020;85396;0;0;85396;07-04-2020;SU154000716;Contado;No
DKPK-53;CAMIONETA;2020;119089;0;0;119089;08-04-2020;CT166004312;Contado;No
FVCL-59;AUTOMOVIL;2020;50796;0;0;50796;08-04-2020;HB197015813;Contado;No
LHZP-17;FURGON;2020;192403;0;0;192403;08-04-2020;CO052010519;1ra. Cuota;No
GXTC-27;FURGON;2020;105581;0;0;105581;08-04-2020;VN111021015;1ra. Cuota;No
CZLZ-29;FURGON;2020;15998;0;0;15998;08-04-2020;CO052005111;1ra. Cuota;No
VF-6434;AUTOMOVIL;2020;12418;0;0;12418;08-04-2020;SD160008402;1ra. Cuota;No
KTWK-33;FURGON;2020;180203;0;0;180203;08-04-2020;CO052011319;1ra. Cuota;No
GGFK-87;CAMIONETA;2020;71245;0;0;71245;08-04-2020;CT132005214;1ra. Cuota;No
BYLB-81;FURGON;2020;28798;0;0;28798;08-04-2020;VN111012409;1ra. Cuota;No
KXDX-21;FURGON;2020;96218;0;0;96218;08-04-2020;CO052009419;1ra. Cuota;No
KXDX-20;FURGON;2020;96218;0;0;96218;08-04-2020;CO052009419;1ra. Cuota;No
FBBT-13;FURGON;2020;49495;0;0;49495;08-04-2020;VN111014812;1ra. Cuota;No
FLLB-63;CAMIONETA;2020;63895;0;0;63895;08-04-2020;CT132005113;1ra. Cuota;No
JDWY-72;FURGON;2020;70345;0;0;70345;08-04-2020;CO052010117;1ra. Cuota;No
JGSB-22;FURGON;2020;70345;0;0;70345;08-04-2020;CO052010117;1ra. Cuota;No
JJFS-15;FURGON;2020;130195;0;0;130195;08-04-2020;VN176006317;1ra. Cuota;No
JJFS-32;FURGON;2020;130195;0;0;130195;08-04-2020;VN176006317;1ra. Cuota;No
JRXG-11;FURGON;2020;70345;0;0;70345;08-04-2020;CO052010117;1ra. Cuota;No
JPDG-41;FURGON;2020;53695;0;0;53695;08-04-2020;CO197003017;1ra. Cuota;No
JRXG-12;FURGON;2020;70345;0;0;70345;08-04-2020;CO052010117;1ra. Cuota;No
JRXG-13;FURGON;2020;70345;0;0;70345;08-04-2020;CO052010117;1ra. Cuota;No
JRXH-75;FURGON;2020;70345;0;0;70345;08-04-2020;CO052010117;1ra. Cuota;No
JXKZ-96;FURGON;2020;169203;0;0;169203;08-04-2020;CO052010618;1ra. Cuota;No
LPVK-33;FURGON;2020;195436;0;0;195436;08-04-2020;CO052011320;1ra. Cuota;No
LFKT-35;FURGON;2020;180203;0;0;180203;08-04-2020;CO052011319;1ra. Cuota;No
KHYL-73;CAMIONETA;2020;249432;0;0;249432;08-04-2020;CT235015418;1ra. Cuota;No
LCDT-54;FURGON;2020;180203;0;0;180203;08-04-2020;CO052011319;1ra. Cuota;No
LHZP-18;FURGON;2020;180203;0;0;180203;08-04-2020;CO052011319;1ra. Cuota;No
LHZP-16;FURGON;2020;180203;0;0;180203;08-04-2020;CO052011319;1ra. Cuota;No
LHZP-15;FURGON;2020;192403;0;0;192403;08-04-2020;CO052010519;1ra. Cuota;No
LCDV-35;FURGON;2020;96218;0;0;96218;08-04-2020;CO052009419;1ra. Cuota;No
LHZS-54;FURGON;2020;180203;0;0;180203;08-04-2020;CO052011319;1ra. Cuota;No
DDFK-17;FURGON;2020;20097;0;0;20097;08-04-2020;CO052006111;1ra. Cuota;No
LKFT-29;CAMIONETA;2020;154803;0;0;154803;08-04-2020;CT166006919;1ra. Cuota;No
HSRP-63;STATION WAGON;2020;120289;0;0;120289;07-04-2020;SU079006216;Contado;No
FRPS-70;AUTOMOVIL;2020;38396;0;0;38396;08-04-2020;HB176004913;Contado;No
FLCJ-16;CAMIONETA;2020;98989;0;0;98989;08-04-2020;CT225001313;Contado;No
JCPV-85;CAMIONETA;2020;289606;0;0;289606;08-04-2020;CT176032717;Contado;No
FKWJ-55;CAMIONETA;2020;107089;0;0;107089;08-04-2020;CT132005013;Contado;No
SN-4331;CAMIONETA;2020;24837;0;0;24837;08-04-2020;CT132000498;Contado;No
HKZK-80;CAMIONETA;2020;256372;0;0;256372;09-04-2020;CT160012016;Contado;No
TJ-9436;AUTOMOVIL;2020;24837;0;0;24837;09-04-2020;HB077006400;Contado;No
GZHH-83;STATION WAGON;2020;94789;0;0;94789;09-04-2020;SU197005515;Contado;No
HVRC-88;CAMIONETA;2020;124226;0;0;124226;09-04-2020;CT235014616;1ra. Cuota;No
HDGX-88;CAMIONETA;2020;91091;0;0;91091;09-04-2020;CT176031815;1ra. Cuota;No
CRJY-34;STATION WAGON;2020;48196;0;0;48196;09-04-2020;SU229023810;Contado;No
ZU-2441;CAMIONETA;2020;53180;0;0;53180;09-04-2020;CT166004607;Contado;No
HSRL-61;AUTOMOVIL;2020;54796;0;0;54796;09-04-2020;HB176006116;Contado;No
FZXB-43;STATION WAGON;2020;78745;0;0;78745;09-04-2020;SU111011414;1ra. Cuota;No
TA-1545;CAMIONETA;2020;24837;0;0;24837;09-04-2020;CT166001499;Contado;No
BGCJ-55;STATION WAGON;2020;300406;0;0;300406;09-04-2020;SU141004808;Contado;No
FSXH-85;CAMIONETA;2020;112489;0;0;112489;12-04-2020;CT176023713;Contado;No
CBLZ-23;AUTOMOVIL;2020;26000;0;0;26000;12-04-2020;SD050022710;Contado;No
PV-2084;AUTOMOVIL;2020;24837;0;0;24837;14-04-2020;HB229004197;Contado;No
GZPC-99;STATION WAGON;2020;48445;0;0;48445;14-04-2020;SU154001415;1ra. Cuota;No
JWBP-53;AUTOMOVIL;2020;86596;0;0;86596;14-04-2020;HB229015617;Contado;No
FFYV-87;CAMIONETA;2020;185989;0;0;185989;15-04-2020;CT079017513;Contado;No
SW-4882;JEEP;2020;66996;0;0;66996;15-04-2020;VN235003407;Contado;No
KKHR-12;CAMIONETA;2020;249432;0;0;249432;15-04-2020;CT235014418;1ra. Cuota;No
JCHW-95;CAMIONETA;2020;108794;0;0;108794;15-04-2020;CT132005416;1ra. Cuota;No
JFTJ-36;CAMIONETA;2020;118404;0;0;118404;15-04-2020;CT132005817;1ra. Cuota;No
JKFB-48;CAMIONETA;2020;117895;0;0;117895;15-04-2020;CO184017317;1ra. Cuota;No
GZTR-30;FURGON;2020;45895;0;0;45895;15-04-2020;CO184016815;1ra. Cuota;No
KXZG-69;CAMIONETA;2020;192803;0;0;192803;15-04-2020;CT176032819;1ra. Cuota;No
DVJH-47;FURGON;2020;49291;0;0;49291;16-04-2020;CO052006412;Contado;No
FBLW-26;AUTOMOVIL;2020;31596;0;0;31596;16-04-2020;SD050026613;Contado;No
HHKR-10;CAMIONETA;2020;158089;0;0;158089;16-04-2020;CT166005915;Contado;No
ZX-2204;CAMIONETA;2020;41596;0;0;41596;16-04-2020;CT235010106;Contado;No
XB-3276;CAMIONETA;2020;24837;0;0;24837;16-04-2020;CT176015304;Contado;No
BKJK-38;CAMIONETA;2020;32596;0;0;32596;16-04-2020;CT050025408;Contado;No
LBGG-73;CAMIONETA;2020;638376;0;0;638376;20-04-2020;CT166006219;Contado;No
LKPY-53;STATION WAGON;2020;525606;0;0;525606;20-04-2020;SU243010619;Contado;No
LSYV-69;FURGON;2020;646887;0;0;646887;20-04-2020;CO052011520;Contado;No
LGWX-80;AUTOMOVIL;2020;167989;0;0;167989;20-04-2020;HB132009819;Contado;No
LLHC-34;CAMIONETA;2020;682910;0;0;682910;20-04-2020;CT243007419;Contado;No
FXDR-28;AUTOMOVIL;2020;25298;0;0;25298;20-04-2020;SD176027813;1ra. Cuota;No
LS-6471;JEEP;2020;24837;0;0;24837;20-04-2020;VN079001194;Contado;No
TB-2199;CAMIONETA;2020;24837;0;0;24837;20-04-2020;CT050010399;Contado;No
HGSS-48;CAMIONETA;2020;104834;0;0;104834;22-04-2020;CT176033216;1ra. Cuota;No
DKHL-74;FURGON;2020;109520;0;0;109520;22-04-2020;HB162001309;Contado;No
ZL-1672;AUTOMOVIL;2020;24837;0;0;24837;22-04-2020;HB184006306;Contado;No
DSFX-32;CAMIONETA;2020;94489;0;0;94489;24-04-2020;CT176023712;Contado;No
NJ-3014;CAMIONETA;2020;24837;0;0;24837;24-04-2020;CT235003696;Contado;No
BSTG-76;STATION WAGON;2020;36396;0;0;36396;15-04-2020;SU059009508;Contado;No
GBBH-62;CAMIONETA;2020;137389;0;0;137389;16-04-2020;CT166005914;Contado;No
TS-3573;AUTOMOVIL;2020;24837;0;0;24837;16-04-2020;SD050017400;Contado;No
CRBJ-26;CAMIONETA;2020;68899;0;0;68899;16-04-2020;CT050028910;Contado;No
JPDX-14;STATION WAGON;2020;36027;0;0;36027;16-04-2020;SU197007617;1ra. Cuota;No
XU-4979;CAMIONETA;2020;12419;0;0;12419;17-04-2020;CT050019904;1ra. Cuota;No
ZX-3361;STATION WAGON;2020;56243;0;0;56243;17-04-2020;SU111005706;Contado;No
WV-4458;STATION WAGON;2020;36996;0;0;36996;22-04-2020;SU059010008;Contado;No
CJCK-32;CAMIONETA;2020;71396;0;0;71396;22-04-2020;CT176023710;Contado;No
ZE-4651;STATION WAGON;2020;24837;0;0;24837;22-04-2020;SU176002695;Contado;No
DJ-4803;JEEP;2020;24837;0;0;24837;24-04-2020;SU059000591;Contado;No
DKYY-20;CAMIONETA;2020;27700;0;0;27700;27-04-2020;CT065000512;Contado;No
YRV-020;CARRO ARRASTRE;2020;24837;0;0;24837;28-04-2020; ;Contado;No
LTLB-75;CAMIONETA;2020;537606;0;0;537606;30-04-2020;CT079020119;Contado;No
JRLH-65;CAMIONETA;2020;189268;0;0;189268;30-04-2020;CT050034017;1ra. Cuota;No
BVKF-21;CAMIONETA;2019;38627;966;4751;44344;30-04-2020;CT176024309;2da. Cuota;No
BBVS-15;CAMIONETA;2020;55996;0;0;55996;04-05-2020;CT079015408;Contado;No
JDDY-71;CAMIONETA;2020;122245;0;0;122245;27-04-2020;CT166006417;1ra. Cuota;No
FFRV-79;AUTOMOVIL;2020;24837;0;0;24837;28-04-2020;HB229009213;Contado;No
BHCT-71;STATION WAGON;2020;44596;0;0;44596;30-04-2020;SU229019008;Contado;No
JSDW-92;CAMIONETA;2020;713510;0;0;713510;04-05-2020;CT050033417;Contado;No
GFLS-46;CAMIONETA;2020;179689;0;0;179689;04-05-2020;CT079017314;Contado;No
HVRC-21;CAMIONETA;2020;163234;0;0;163234;04-05-2020;CT154004116;Contado;No
YX-4095;AUTOMOVIL;2020;24837;0;0;24837;05-05-2020;HB243011705;Contado;No
YG-4425;JEEP;2020;24900;0;0;24900;06-05-2020;SU229017505;Contado;No
LCDT-23;STATION WAGON;2020;77845;0;0;77845;06-05-2020;SU197010119;1ra. Cuota;No
JLHF-94;AUTOMOVIL;2020;217346;0;0;217346;06-05-2020;HB243026417;Contado;No
NV-6550;AUTOMOVIL;2020;12419;0;0;12419;07-05-2020;SD160005796;1ra. Cuota;No
KPTF-52;CAMIONETA;2020;296680;0;0;296680;07-05-2020;CT235014318;1ra. Cuota;No
KBGP-87;CAMIONETA;2020;138335;0;0;138335;07-05-2020;CO132000918;1ra. Cuota;No
GSTH-86;CAMIONETA;2020;75396;0;0;75396;07-05-2020;CT154002814;Contado;No
DCCZ-23;CAMIONETA;2020;87196;0;0;87196;07-05-2020;CT160010011;Contado;No
PT-7546;JEEP;2020;24837;0;0;24837;08-05-2020;SU229003497;Contado;No
EE-9222;AUTOMOVIL;2020;24837;0;0;24837;08-05-2020;SD050000375;Contado;No
KHPL-68;STATION WAGON;2020;173689;0;0;173689;08-05-2020;SU111018018;Contado;No
WR-4220;STATION WAGON;2020;66996;0;0;66996;11-05-2020;VN235003407;Contado;No
FFBF-16;FURGON;2020;116089;0;0;116089;11-05-2020;VN243003013;Contado;No
UU-7675;AUTOMOVIL;2020;24837;0;0;24837;11-05-2020;SD235012501;Contado;No
FFTB-15;AUTOMOVIL;2020;51064;0;0;51064;12-05-2020;HB176005213;Contado;No
CDRC-17;AUTOMOVIL;2019;27500;963;4696;33159;12-05-2020;SD050023910;Contado;Si
CDRC-17;AUTOMOVIL;2020;25200;0;0;25200;12-05-2020;SD050023910;Contado;No
LFLC-42;CAMIONETA;2020;418406;0;0;418406;12-05-2020;CT160012019;Contado;No
YRV-054;CARRO ARRASTRE;2020;24837;0;0;24837;12-05-2020; ;Contado;No
ZU-8403;FURGON;2017;23400;1872;13268;38540;12-05-2020;CO197001206;Contado;No
ZU-8403;FURGON;2018;23510;1411;8598;33519;12-05-2020;CO197001206;Contado;No
ZU-8403;FURGON;2019;24177;846;4129;29152;12-05-2020;CO197001206;Contado;No
ZU-8403;FURGON;2020;24837;0;0;24837;12-05-2020;CO197001206;Contado;No
JPDJ-35;CAMIONETA;2020;101845;0;0;101845;13-05-2020;CT111006817;1ra. Cuota;No
JRXG-63;CAMIONETA;2020;204803;0;0;204803;13-05-2020;CT235014417;1ra. Cuota;No
KZCG-14;STATION WAGON;2020;232789;0;0;232789;14-05-2020;SU050012119;Contado;No
SR-7192;CAMIONETA;2020;24837;0;0;24837;14-05-2020;CT132001299;Contado;No
YRV-021;CARRO ARRASTRE;2020;24837;0;0;24837;14-05-2020; ;Contado;No
ZL-7750;AUTOMOVIL;2020;26600;0;0;26600;14-05-2020;SD111010806;Contado;No
BPPV-77;STATION WAGON;2019;32645;914;4530;38089;14-05-2020;SU229021008;2da. Cuota;No
NL-6776;CAMIONETA;2020;24837;0;0;24837;06-05-2020;CT050003795;Contado;No
FPWT-77;FURGON;2020;24837;0;0;24837;06-05-2020;CO146000113;Contado;No
UB-7729;STATION WAGON;2020;27100;0;0;27100;06-05-2020;SU235003101;Contado;No
DCWC-90;AUTOMOVIL;2020;24837;0;0;24837;06-05-2020;HB229011011;Contado;No
GFTV-74;CAMIONETA;2020;72745;0;0;72745;08-05-2020;CT166006014;1ra. Cuota;No
BBTW-70;CAMIONETA;2020;55396;0;0;55396;08-05-2020;CT166004508;Contado;No
BKCV-65;CAMIONETA;2020;41996;0;0;41996;12-05-2020;CT160008408;Contado;No
BTXF-46;CAMIONETA;2020;45396;0;0;45396;13-05-2020;CT160009509;Contado;No
DF-9613;CAMIONETA;2020;24837;0;0;24837;14-05-2020;CT235002091;Contado;No
CPTT-61;AUTOMOVIL;2020;24837;0;0;24837;18-05-2020;HB229011011;Contado;No
GKPD-18;AUTOMOVIL;2020;25076;0;0;25076;14-05-2020;SD050022108;Contado;No
FVRG-96;CAMIONETA;2020;68995;0;0;68995;15-05-2020;CT235013213;1ra. Cuota;No
DYXL-63;CAMIONETA;2020;180353;0;0;180353;17-05-2020;CT235013412;Contado;No
HTZC-24;AUTOMOVIL;2020;28898;0;0;28898;18-05-2020;HB077017416;1ra. Cuota;No
JZBP-16;CAMIONETA;2020;104089;0;0;104089;19-05-2020;CT243005518;Contado;No
ZR-9366;AUTOMOVIL;2020;24837;0;0;24837;19-05-2020;SD235016106;Contado;No
YA-3500;FURGON;2020;24837;0;0;24837;19-05-2020;CO197001205;Contado;No
SF-7995; ;2020;5037;0;0;5037;25-05-2020; ;Contado;No
LFZH-62;STATION WAGON;2020;571206;0;0;571206;25-05-2020;SU121005719;Contado;No
KZKK-21;JEEP;2020;100495;0;0;100495;26-05-2020;SU154000819;1ra. Cuota;No
JKHS-70;MINIBUS;2020;50021;0;0;50021;26-05-2020; ;Contado;No
HBXR-59;BUS;2020;50021;0;0;50021;26-05-2020; ;Contado;No
BYTF-92;MINIBUS;2020;50021;0;0;50021;26-05-2020; ;Contado;No
LLRP-94;MINIBUS ESCOLAR;2020;50021;0;0;50021;26-05-2020; ;Contado;No
JZWG-71;MINIBUS;2020;50021;0;0;50021;26-05-2020; ;Contado;No
HSGY-32;MINIBUS;2020;50021;0;0;50021;26-05-2020; ;Contado;No
DPZP-49;STATION WAGON;2020;116395;0;0;116395;26-05-2020;SU106003512;1ra. Cuota;No
KHYP-97;AUTOMOVIL;2020;75596;0;0;75596;27-05-2020;SD050030518;Contado;No
YA-5040;CAMIONETA;2020;28600;0;0;28600;27-05-2020;CT166003204;Contado;No
BLZT-83;CAMIONETA;2020;29161;0;0;29161;29-05-2020;CT154000608;Contado;No
RR-7876;CAMIONETA;2020;24837;0;0;24837;29-05-2020;CT111000698;Contado;No
VG-5415;JEEP;2020;25800;0;0;25800;29-05-2020;SU111003002;Contado;No
JGRW-31;MINIBUS;2020;50021;0;0;50021;29-05-2020; ;Contado;No
GXXL-79;STATION WAGON;2020;405206;0;0;405206;29-05-2020;VN132010315;Contado;No
LLJR-25;STATION WAGON;2020;117589;0;0;117589;29-05-2020;SU164001019;Contado;No
FWHJ-92;CAMIONETA;2020;64303;0;0;64303;01-06-2020;CT050032013;1ra. Cuota;No
DX-4004;STATION WAGON;2020;12419;0;0;12419;01-06-2020;SD227004692;1ra. Cuota;No
BKXH-72;STATION WAGON;2020;26298;0;0;26298;20-05-2020;SU227023908;1ra. Cuota;No
DTPB-72;AUTOMOVIL;2020;42136;0;0;42136;20-05-2020;SD176027712;Contado;No
FXPV-15;CAMIONETA;2020;25400;0;0;25400;25-05-2020;CT111003305;Contado;No
HKDV-55;CAMIONETA;2020;72796;0;0;72796;25-05-2020;CT077002615;Contado;No
BZSV-22;CAMIONETA;2020;61396;0;0;61396;25-05-2020;CT235011509;Contado;No
JPFC-36;AUTOMOVIL;2020;31996;0;0;31996;25-05-2020;HB229014917;Contado;No
ZA-5224;CAMIONETA;2020;25800;0;0;25800;26-05-2020;CT050021206;Contado;No
JVJG-18;CAMIONETA;2020;61945;0;0;61945;26-05-2020;CT077002817;1ra. Cuota;No
BLZR-12;CAMIONETA;2020;38396;0;0;38396;26-05-2020;CT176019008;Contado;No
SZ-4616;AUTOMOVIL;2020;24837;0;0;24837;28-05-2020;HB229003599;Contado;No
SX-8356;AUTOMOVIL;2020;24837;0;0;24837;29-05-2020;HB111000699;Contado;No
XR-9463;MINIBUS PARTICULAR;2020;20598;0;0;20598;02-06-2020;VN111009806;1ra. Cuota;No
HPLF-70;STATION WAGON;2020;98245;0;0;98245;01-06-2020;SU160005316;1ra. Cuota;No
LWRP-92;BUS;2020;50021;0;0;50021;01-06-2020; ;Contado;No
DDDB-20;BUS;2020;50021;0;0;50021;01-06-2020; ;Contado;No
MY-3011;MINIBUS;2020;50021;0;0;50021;01-06-2020; ;Contado;No
CSFW-71;AUTOMOVIL;2020;24837;0;0;24837;02-06-2020;HB229009210;Contado;No
PT-8094;AUTOMOVIL;2020;24837;0;0;24837;02-06-2020;SD176008697;Contado;No
HSRS-41;AUTOMOVIL;2020;25658;0;0;25658;02-06-2020;HB132007916;1ra. Cuota;No
ZS-3066;CAMIONETA;2020;33996;0;0;33996;02-06-2020;CT176020206;Contado;No
LGGZ-99;CAMIONETA;2020;185603;0;0;185603;03-06-2020;CT166006519;1ra. Cuota;No
DJBD-52;AUTOMOVIL;2020;24837;0;0;24837;03-06-2020;HB117000612;Contado;No
LHK-073;Moto;2020;49748;0;2239;51987;04-06-2020; ;Contado;No
LHK-072;Moto;2020;53823;0;2422;56245;04-06-2020; ;Contado;No
LHK-071;Moto;2020;48389;0;2178;50567;04-06-2020; ;Contado;No
DRZZ-35;CAMIONETA;2020;100789;0;0;100789;09-06-2020;CT235011512;Contado;No
YJ-3625;AUTOMOVIL;2020;12419;0;0;12419;09-06-2020;HB052011605;1ra. Cuota;No
VA-6159;AUTOMOVIL;2020;24837;0;0;24837;09-06-2020;HB229004102;Contado;No
HBK-098;MOTO;2019;24177;822;4500;29499;11-06-2020; ;Contado;No
HBK-098;MOTO;2020;24837;0;0;24837;11-06-2020; ;Contado;No
JRZP-28;CAMIONETA;2020;179216;0;0;179216;11-06-2020;CT235015217;1ra. Cuota;No
DCCY-13;CAMIONETA;2020;68396;0;0;68396;11-06-2020;CT166005411;Contado;No
ND-2343;CAMIONETA;2020;24837;0;0;24837;11-06-2020;CT176003395;Contado;No
XN-8684;CAMIONETA;2020;27292;0;0;27292;11-06-2020;CT176017404;Contado;No
YX-5106;CAMIONETA;2020;24837;0;0;24837;15-06-2020;CT176018805;Contado;No
GVKK-38;CAMIONETA;2020;220198;0;0;220198;15-06-2020;CT235013814;Contado;No
