 Placa ; Tipo de Vehiculo ; Marca ; Año del Permiso ; Valor Permiso ; IPC ; Multa ; Valor Total ; Fecha de Emision ; Codigo Sii ; Clasificacion ; Forma de Pago 
FWWH-61;CAMIONETA;CHEVROLET;2019;141565;0;0;141565;31-03-2019;CT050030213;NORMAL;Contado
CLYG-13;JEEP;SUZUKI;2019;32894;0;0;32894;31-03-2019;SU229024010;NORMAL;1ra. Cuota
FCJR-49;CAMIONETA;CHEVROLET;2019;56833;0;0;56833;31-03-2019;CT050030212;NORMAL;1ra. Cuota
FRGV-46;CAMIONETA;TOYOTA;2019;116383;0;0;116383;31-03-2019;CT235013413;NORMAL;1ra. Cuota
GTTK-12;CAMIONETA;MITSUBISHI;2019;100783;0;0;100783;31-03-2019;CT166006015;NORMAL;1ra. Cuota
DZBK-20;MINIBUS PARTICULAR;VOLKSWAGEN;2019;68383;0;0;68383;31-03-2019;VN243003312;NORMAL;1ra. Cuota
CGBF-55;CAMIONETA;MITSUBISHI;2019;40494;0;0;40494;31-03-2019;CT166004610;NORMAL;1ra. Cuota
CLFY-89;AUTOMOVIL;TOYOTA;2019;21894;0;0;21894;31-03-2019;HB235002510;NORMAL;1ra. Cuota
WH-7320;CAMIONETA;KIA MOTORS;2019;47588;0;0;47588;31-03-2019;CT132003906;NORMAL;Contado
BCFW-92;AUTOMOVIL;SUZUKI;2019;24177;0;0;24177;31-03-2019;HB229008307;NORMAL;Contado
BGRT-98;AUTOMOVIL;MITSUBISHI;2019;60188;0;0;60188;31-03-2019;SD166006308;NORMAL;Contado
VP-1559;MINIBUS PARTICULAR;KIA MOTORS;2019;35588;0;0;35588;31-03-2019;VN132005903;NORMAL;Contado
BDXT-44;STATION WAGON;SUZUKI;2019;32294;0;0;32294;01-04-2019;SU229019608;NORMAL;1ra. Cuota
JVJG-18;CAMIONETA;FIAT;2019;77533;0;0;77533;01-04-2019;CT077002817;NORMAL;1ra. Cuota
CYXF-20;CAMIONETA;MAHINDRA;2019;55788;0;0;55788;01-04-2019;CT154001211;NORMAL;Contado
GRYY-16;STATION WAGON;HONDA;2019;114433;0;0;114433;01-04-2019;SU106004314;NORMAL;1ra. Cuota
FPFZ-30;CAMIONETA;TOYOTA;2019;189565;0;2843;192408;02-04-2019;CT235013313;NORMAL;Contado
BDRL-88;CAMIONETA;NISSAN;2019;74988;0;1125;76113;02-04-2019;CT176018308;NORMAL;Contado
VF-6233;STATION WAGON;SUZUKI;2019;40188;0;603;40791;03-04-2019;SU229011102;NORMAL;Contado
CTJB-95;CAMIONETA;VOLKSWAGEN;2019;149365;0;2240;151605;04-04-2019;CT243002111;NORMAL;Contado
DRPT-79;CAMION;MERCEDES BENZ;2017;0;0;0;0;04-04-2019; ;GRACIA;Contado
DRPT-79;CAMION;MERCEDES BENZ;2018;0;0;0;0;04-04-2019; ;GRACIA;Contado
CJKV-74;CARRO BOMBA;RENAULT;2017;0;0;0;0;04-04-2019; ;GRACIA;Contado
CJKV-74;CARRO BOMBA;RENAULT;2018;0;0;0;0;04-04-2019; ;GRACIA;Contado
WV-5491;FURGON;PEUGEOT;2015;31481;3935;25500;60916;04-04-2019;CO184006007;NORMAL;Contado
WV-5491;FURGON;PEUGEOT;2016;27827;2059;16138;46024;04-04-2019;CO184006007;NORMAL;Contado
WV-5491;FURGON;PEUGEOT;2017;26300;1157;9885;37342;04-04-2019;CO184006007;NORMAL;Contado
WV-5491;FURGON;PEUGEOT;2018;25100;552;4617;30269;04-04-2019;CO184006007;NORMAL;Contado
KXFD-80;AUTOMOVIL;SUZUKI;2019;70453;0;1057;71510;05-04-2019;HB229015219;NORMAL;Contado
SR-8406;AUTOMOVIL;FIAT;2019;24177;0;363;24540;05-04-2019;HB077005999;NORMAL;Contado
HXTV-31;AUTOMOVIL;SUZUKI;2019;35988;0;540;36528;05-04-2019;HB229015016;NORMAL;Contado
XR-4898;FURGON;CHEVROLET;2019;24177;0;363;24540;05-04-2019;CO050000404;NORMAL;Contado
WE-4497;MINIBUS PARTICULAR;HYUNDAI;2019;40988;0;615;41603;08-04-2019;VN111009906;NORMAL;Contado
ZT-6921;CAMIONETA;TOYOTA;2019;48988;0;735;49723;08-04-2019;CT235011106;NORMAL;Contado
MY-2009;CAMIONETA;TOYOTA;2019;52188;0;783;52971;08-04-2019;CT235010207;NORMAL;Contado
BTXF-46;CAMIONETA;MAZDA;2019;52188;0;783;52971;08-04-2019;CT160009509;NORMAL;Contado
PK-2719;STATION WAGON;NISSAN;2019;24177;0;363;24540;08-04-2019;SU176004196;NORMAL;Contado
FFWL-95;CAMIONETA;CHEVROLET;2019;137965;0;2069;140034;08-04-2019;CT050026813;NORMAL;Contado
XV-6045;CAMIONETA;NISSAN;2019;34188;0;513;34701;09-04-2019;CT176017504;NORMAL;Contado
PW-2801;CAMIONETA;MITSUBISHI;2019;53388;0;801;54189;09-04-2019;CT166005107;NORMAL;Contado
KT-2088;JEEP;SUZUKI;2019;24177;0;363;24540;11-04-2019;SU229001693;NORMAL;Contado
WG-7556; ; ;2018;4835;0;0;4835;11-04-2019; ;DUPLICADO;Contado
GRCS-68; ; ;2018;4835;0;0;4835;11-04-2019; ;DUPLICADO;Contado
WZ-9435;STATION WAGON;FORD;2018;49989;1150;9972;61111;11-04-2019;SU079004807;NORMAL;Contado
WZ-9435;STATION WAGON;FORD;2019;43988;0;660;44648;11-04-2019;SU079004807;NORMAL;Contado
NA-4993;JEEP;SUZUKI;2019;24177;0;363;24540;12-04-2019;SU229001495;NORMAL;Contado
ZY-3442;CAMIONETA;DODGE;2019;36988;0;555;37543;16-04-2019;CT064004607;NORMAL;Contado
WK-5453;AUTOMOVIL;FIAT;2019;24177;0;363;24540;16-04-2019;HB077010607;NORMAL;Contado
YRV-020;CARRO ARRASTRE;HECHIZO;2019;24177;0;363;24540;16-04-2019; ;NORMAL;Contado
BHDZ-52;CAMIONETA;NISSAN;2019;52388;0;786;53174;16-04-2019;CT176017308;NORMAL;Contado
FBPB-34;AUTOMOVIL;TOYOTA;2019;104365;0;1565;105930;17-04-2019;SD235019813;NORMAL;Contado
UV-3591;STATION WAGON;CHEVROLET;2019;29588;0;444;30032;18-04-2019;VN050001600;NORMAL;Contado
CPTS-44;AUTOMOVIL;CHEVROLET;2019;26700;0;401;27101;22-04-2019;SD050026511;NORMAL;Contado
PZ-3103; ; ;2018;4835;0;0;4835;22-04-2019; ;DUPLICADO;Contado
TX-7477;STATION WAGON;DAEWOO;2019;24177;0;363;24540;16-04-2019;SU057000600;NORMAL;Contado
SA-8726;STATION WAGON;SUBARU;2019;24177;0;363;24540;16-04-2019;SU227002898;NORMAL;Contado
GSTR-19;CAMIONETA;NISSAN;2019;201865;0;3028;204893;22-04-2019;CT176031615;NORMAL;Contado
YG-4425;JEEP;SUZUKI;2019;27400;0;411;27811;24-04-2019;SU229017505;NORMAL;Contado
TX-2188;CAMION;KIA MOTORS;2018;47681;429;5052;53162;25-04-2019; ;NORMAL;Contado
DTSD-50;CAMION;JMC;2016;0;0;0;0;29-04-2019; ;GRACIA;Contado
DTSD-50;CAMION;JMC;2017;0;0;0;0;29-04-2019; ;GRACIA;Contado
DTSD-50;CAMION;JMC;2018;0;0;0;0;29-04-2019; ;GRACIA;Contado
JCJB-39;CAMIONETA;FORD;2018;0;0;0;0;29-04-2019;CT079017416;GRACIA;Contado
JCJB-39;CAMIONETA;FORD;2019;0;0;0;0;29-04-2019;CT079017416;GRACIA;Contado
LZ-2360;CAMIONETA;TOYOTA;2019;24177;0;363;24540;26-04-2019;CT235003595;NORMAL;Contado
BDLB-96;AUTOMOVIL;HYUNDAI;2019;25100;126;757;25983;08-05-2019;HB111004508;NORMAL;Contado
JDWT-34;AUTOMOVIL;HYUNDAI;2019;54388;272;1640;56300;07-05-2019;HB111015517;NORMAL;Contado
HHRK-52;CAMIONETA;KIA MOTORS;2018;212366;5734;45801;263901;09-05-2019;CT132005015;NORMAL;Contado
HHRK-52;CAMIONETA;KIA MOTORS;2019;185965;930;5607;192502;09-05-2019;CT132005015;NORMAL;Contado
PAS-932;CARRO ARRASTRE;HECHIZO;2018;23510;635;5070;29215;10-05-2019; ;NORMAL;Contado
PAS-932;CARRO ARRASTRE;HECHIZO;2019;24177;121;729;25027;10-05-2019; ;NORMAL;Contado
BLHD-89;AUTOMOVIL;SUZUKI;2019;24177;121;729;25027;15-05-2019;HB229009208;NORMAL;Contado
RY-2658;AUTOMOVIL;KIA MOTORS;2019;24177;121;729;25027;15-05-2019;HB132000598;NORMAL;Contado
UG-2334;STATION WAGON;HYUNDAI;2019;24400;122;736;25258;22-05-2019;SU111003301;NORMAL;Contado
BVSV-74;MINIBUS;HYUNDAI;2018;47301;1183;8727;57211;23-05-2019; ;NORMAL;Contado
BVSV-74;MINIBUS;HYUNDAI;2019;48353;0;0;48353;23-05-2019; ;NORMAL;Contado
KN-2050;CAMIONETA;MITSUBISHI;2019;24177;121;729;25027;24-05-2019;CT166001493;NORMAL;Contado
XB-3596;MINIBUS ESCOLAR;MITSUBISHI;2019;48353;0;0;48353;27-05-2019; ;NORMAL;Contado
JKHS-70;MINIBUS;FORD;2019;48353;0;0;48353;27-05-2019; ;NORMAL;Contado
HBXR-59;BUS;MERCEDES BENZ;2019;48353;0;0;48353;27-05-2019; ;NORMAL;Contado
BYTF-92;MINIBUS;JAC;2019;48353;0;0;48353;27-05-2019; ;NORMAL;Contado
CRHG-86;CAMIONETA;MITSUBISHI;2019;84188;421;2538;87147;27-05-2019;CT166004710;NORMAL;Contado
KS-3000;AUTOMOVIL;CITROEN;2019;24177;121;729;25027;15-05-2019;HB052002593;NORMAL;Contado
JGRW-31;MINIBUS;HYUNDAI;2019;48353;0;0;48353;30-05-2019; ;NORMAL;Contado
HSGY-32;MINIBUS;TOYOTA;2019;48353;0;0;48353;30-05-2019; ;NORMAL;Contado
JZWG-71;MINIBUS;MERCEDES BENZ;2019;48353;0;0;48353;30-05-2019; ;NORMAL;Contado
KRHT-44;CAMIONETA;HYUNDAI;2019;408193;2041;12307;422541;30-05-2019;CT111007519;NORMAL;Contado
DZZH-29;CAMIONETA;MAHINDRA;2019;57388;287;1730;59405;30-05-2019;CT154001912;NORMAL;Contado
GGYJ-13;CAMIONETA;TOYOTA;2019;281682;1408;8493;291583;30-05-2019;CT235013614;NORMAL;Contado
MY-3011;MINIBUS;HYUNDAI;2019;48353;0;0;48353;31-05-2019; ;NORMAL;Contado
DDDB-20;BUS;MERCEDES BENZ;2019;48353;0;0;48353;31-05-2019; ;NORMAL;Contado
ZS-2254;MINIBUS;HYUNDAI;2019;48353;0;0;48353;31-05-2019; ;NORMAL;Contado
DBCS-60;MINIBUS;HYUNDAI;2019;48353;0;0;48353;31-05-2019; ;NORMAL;Contado
RP-8849;CAMIONETA;CHEVROLET;2019;24177;193;1097;25467;03-06-2019;CT050003798;NORMAL;Contado
KDVX-94;BUS;MERCEDES BENZ;2019;48353;145;727;49225;04-06-2019; ;NORMAL;Contado
BDDP-69;AMBULANCIA;DODGE;2018;129266;3878;29957;163101;04-06-2019;CT064005208;NORMAL;Contado
BDDP-69;AMBULANCIA;DODGE;2019;107365;859;4870;113094;04-06-2019;CT064005208;NORMAL;Contado
XW-1134;AMBULANCIA;MERCEDES BENZ;2014;112970;20899;116466;250335;04-06-2019;VN162001000;NORMAL;2da. Cuota
XW-1134;AMBULANCIA;MERCEDES BENZ;2015;220744;29580;191498;441822;04-06-2019;VN162001000;NORMAL;Contado
XW-1134;AMBULANCIA;MERCEDES BENZ;2016;217581;17842;137722;373145;04-06-2019;VN162001000;NORMAL;Contado
XW-1134;AMBULANCIA;MERCEDES BENZ;2017;215288;11410;91813;318511;04-06-2019;VN162001000;NORMAL;Contado
XW-1134;AMBULANCIA;MERCEDES BENZ;2018;213866;6416;49563;269845;04-06-2019;VN162001000;NORMAL;Contado
XW-1134;AMBULANCIA;MERCEDES BENZ;2019;211465;1692;9592;222749;04-06-2019;VN162001000;NORMAL;Contado
YRV-017;CARRO ARRASTRE;HECHIZO;2019;24177;193;1097;25467;06-06-2019; ;NORMAL;Contado
XR-7360;CAMIONETA;MITSUBISHI;2017;45863;2431;19559;67853;06-06-2019;CT166003504;NORMAL;Contado
XR-7360;CAMIONETA;MITSUBISHI;2018;42389;1272;9824;53485;06-06-2019;CT166003504;NORMAL;Contado
XR-7360;CAMIONETA;MITSUBISHI;2019;37388;299;1696;39383;06-06-2019;CT166003504;NORMAL;Contado
UC-8698;CAMIONETA;CHEVROLET;2019;24177;193;1097;25467;07-06-2019;CT050012701;NORMAL;Contado
YRV-049;CARRO ARRASTRE;HECHIZO;2019;24177;0;0;24177;10-06-2019; ;NORMAL;Contado
CGYL-86;MINIBUS;TOYOTA;2019;48353;145;727;49225;10-06-2019; ;NORMAL;Contado
BHVS-69;MINIBUS;MERCEDES BENZ;2019;48353;145;727;49225;10-06-2019; ;NORMAL;Contado
UJ-2889;CAMIONETA;MITSUBISHI;2019;24177;193;1097;25467;11-06-2019;CT166002601;NORMAL;Contado
BFRF-70;CAMIONETA;HYUNDAI;2019;50388;403;2286;53077;11-06-2019;CT111003608;NORMAL;Contado
BTJZ-57;CAMIONETA;CHEVROLET;2019;58988;826;3589;63403;08-07-2019;CT050026009;NORMAL;Contado
TY-5465;CAMIONETA;HYUNDAI;2019;24177;338;1471;25986;08-07-2019;CT111000294;NORMAL;Contado
TC-7515;CAMIONETA;CHEVROLET;2019;24177;338;1471;25986;11-07-2019;CT050010399;NORMAL;Contado
CDVX-95;AUTOMOVIL;CHERY;2019;24177;338;1471;25986;12-07-2019;HB049000110;NORMAL;Contado
SF-7995;CAMIONETA;MAZDA;2017;12424;733;4539;17696;15-07-2019;CT160001898;NORMAL;2da. Cuota
SF-7995;CAMIONETA;MAZDA;2019;24177;338;1471;25986;15-07-2019;CT160001898;NORMAL;Contado
XY-2095;CAMIONETA;FIAT;2019;24177;338;1471;25986;24-07-2019;CT077001004;NORMAL;Contado
FXPV-15;CAMIONETA;HYUNDAI;2019;27800;389;1691;29880;29-07-2019;CT111003305;NORMAL;Contado
TA-8018;CAMIONETA;SUZUKI;2019;24177;338;1471;25986;30-07-2019;CT229000499;NORMAL;Contado
DBHK-63; ; ;2019;4903;0;0;4903;30-07-2019; ;DUPLICADO;Contado
ZE-4651;STATION WAGON;NISSAN;2018;23510;846;5845;30201;31-07-2019;SU176002695;NORMAL;Contado
ZE-4651;STATION WAGON;NISSAN;2019;24177;338;1471;25986;31-07-2019;SU176002695;NORMAL;Contado
UC-6938;AUTOMOVIL;SUZUKI;2019;12088;0;0;12088;01-08-2019;HB229003500;NORMAL;2da. Cuota
KGXH-60;CAMIONETA;NISSAN;2019;287254;4022;0;291276;02-08-2019;CT176032318;NORMAL;2da. Cuota
LKFR-32;CAMIONETA;HYUNDAI;2019;275321;0;4130;279451;05-08-2019;CT111007319;FACTURA;Contado
CYHP-17;CAMIONETA;NISSAN;2019;49110;688;0;49798;05-08-2019;CT176023711;NORMAL;2da. Cuota
KHPY-54;AUTOMOVIL;SUZUKI;2019;28386;397;0;28783;05-08-2019;HB229015218;NORMAL;2da. Cuota
HTZC-24;AUTOMOVIL;FIAT;2019;33253;0;0;33253;07-08-2019;HB077017416;NORMAL;2da. Cuota
GJPP-18;STATION WAGON;NISSAN;2019;66754;0;0;66754;07-08-2019;SU176021214;NORMAL;2da. Cuota
LKFW-20;CAMIONETA;MITSUBISHI;2019;156750;0;0;156750;08-08-2019;CT166006619;FACTURA;Contado
VC-1831;STATION WAGON;CHEVROLET;2019;12257;172;0;12429;08-08-2019;SD050018103;NORMAL;2da. Cuota
KTLW-41;AUTOMOVIL;HYUNDAI;2019;60822;0;0;60822;08-08-2019;HB111018318;NORMAL;2da. Cuota
DPPZ-58;STATION WAGON;MAHINDRA;2019;30515;0;0;30515;12-08-2019;SU154000312;NORMAL;2da. Cuota
YA-3836;CAMIONETA;TOYOTA;2019;17435;244;0;17679;13-08-2019;CT235008905;NORMAL;2da. Cuota
GFTV-74;CAMIONETA;MITSUBISHI;2019;84549;1184;0;85733;13-08-2019;CT166006014;NORMAL;2da. Cuota
CTVY-63;CAMIONETA;NISSAN;2019;49110;688;0;49798;13-08-2019;CT176023711;NORMAL;2da. Cuota
GVHF-66;CAMIONETA;NISSAN;2019;81355;1139;0;82494;13-08-2019;CT176025914;NORMAL;2da. Cuota
BYJD-21;CAMIONETA;NISSAN;2019;29704;416;0;30120;13-08-2019;CT176023909;NORMAL;2da. Cuota
DRZC-21;CAMIONETA;TOYOTA;2019;118011;1652;0;119663;14-08-2019;CT235013413;NORMAL;2da. Cuota
SS-9327;AUTOMOVIL;CITROEN;2019;12257;172;0;12429;16-08-2019;HB052008899;NORMAL;2da. Cuota
RR-7876;CAMIONETA;HYUNDAI;2019;12257;172;0;12429;16-08-2019;CT111000698;NORMAL;2da. Cuota
DTVZ-25;AUTOMOVIL;CHEVROLET;2019;32746;458;0;33204;16-08-2019;SD050024912;NORMAL;2da. Cuota
HDGW-28;STATION WAGON;RENAULT;2019;48502;679;0;49181;19-08-2019;SU197006115;NORMAL;2da. Cuota
FWHJ-92;CAMIONETA;CHEVROLET;2019;74511;1043;0;75554;19-08-2019;CT050032013;NORMAL;2da. Cuota
CSCP-34;CAMIONETA;TOYOTA;2019;42582;596;0;43178;19-08-2019;CT235011510;NORMAL;2da. Cuota
DTCV-56;CAMIONETA;NISSAN;2019;31834;446;0;32280;19-08-2019;CT176029112;NORMAL;2da. Cuota
AL-9804;AUTOMOVIL;MITSUBISHI;2019;12257;0;0;12257;21-08-2019;SD166001990;NORMAL;2da. Cuota
YK-7046;CAMIONETA;NISSAN;2019;20375;0;0;20375;21-08-2019;CT176017605;NORMAL;2da. Cuota
FPBD-58;CAMIONETA;TOYOTA;2019;118011;0;0;118011;21-08-2019;CT235013413;NORMAL;2da. Cuota
FJSV-92;CAMIONETA;MITSUBISHI;2019;70860;0;0;70860;21-08-2019;CT166005913;NORMAL;2da. Cuota
KKYS-46;STATION WAGON;RENAULT;2019;76488;0;0;76488;16-08-2019;SU197009418;NORMAL;2da. Cuota
GXFZ-74;AUTOMOVIL;HYUNDAI;2019;43190;0;0;43190;19-08-2019;HB111015415;NORMAL;2da. Cuota
WZ-7649;STATION WAGON;KIA MOTORS;2019;24229;0;0;24229;19-08-2019;SU132009207;NORMAL;2da. Cuota
YRV-036;CARRO ARRASTRE;HECHIZO;2019;24177;0;0;24177;21-08-2019; ;NORMAL;Contado
YRV-037;CARRO ARRASTRE;HECHIZO;2019;24177;0;0;24177;21-08-2019; ;NORMAL;Contado
DDZS-12;FURGON;PEUGEOT;2019;20781;0;0;20781;22-08-2019;CO184009211;NORMAL;2da. Cuota
DWZV-13;CAMIONETA;TOYOTA;2019;82876;0;0;82876;21-08-2019;CT235013312;NORMAL;2da. Cuota
JVCY-60;STATION WAGON;SUZUKI;2019;55650;0;0;55650;21-08-2019;SU229027417;NORMAL;2da. Cuota
KCLL-29;AUTOMOVIL;SUZUKI;2019;23620;0;0;23620;22-08-2019;HB229014918;NORMAL;2da. Cuota
JXPC-76;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPC-75;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPC-74;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPC-73;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
KPTH-53;AUTOMOVIL;KIA MOTORS;2019;44103;0;0;44103;22-08-2019;HB132009218;NORMAL;2da. Cuota
JXPC-71;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPF-17;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-73;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-74;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-75;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-76;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-77;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-78;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-88;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-97;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-98;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-99;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPF-10;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-68;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPF-15;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPF-18;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPF-19;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPF-20;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPF-21;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JXPD-69;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JZBT-99;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JZBT-98;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JZBV-91;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JZBV-92;CAMIONETA;TOYOTA;2019;170394;0;0;170394;22-08-2019;CT235015318;NORMAL;2da. Cuota
JJKJ-30;CAMIONETA;VOLKSWAGEN;2019;273619;0;0;273619;22-08-2019;CT243007417;NORMAL;2da. Cuota
JJKJ-31;CAMIONETA;VOLKSWAGEN;2019;273619;0;0;273619;22-08-2019;CT243007417;NORMAL;2da. Cuota
JJTT-39;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-40;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-41;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-42;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-43;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-44;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-45;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-46;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-55;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-56;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-57;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-30;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-31;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-32;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-33;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-34;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-35;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-36;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-37;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JJTT-38;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JRVW-46;CAMIONETA;VOLKSWAGEN;2019;273619;0;0;273619;22-08-2019;CT243007417;NORMAL;2da. Cuota
JTKB-10;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JTKB-11;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JTKB-12;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JTKB-13;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
JTLW-84;CAMIONETA;TOYOTA;2019;158834;0;0;158834;22-08-2019;CT235014717;NORMAL;2da. Cuota
KHHT-88;CAMIONETA;MITSUBISHI;2019;181953;0;0;181953;22-08-2019;CT166006418;NORMAL;2da. Cuota
KHHS-65;CAMIONETA;VOLKSWAGEN;2019;350452;0;0;350452;22-08-2019;CT243007418;NORMAL;2da. Cuota
KHDV-30;CAMIONETA;MITSUBISHI;2019;207506;0;0;207506;22-08-2019;CT166006618;NORMAL;2da. Cuota
KHDV-50;CAMIONETA;MITSUBISHI;2019;181953;0;0;181953;22-08-2019;CT166006418;NORMAL;2da. Cuota
KHDV-49;CAMIONETA;MITSUBISHI;2019;181953;0;0;181953;22-08-2019;CT166006418;NORMAL;2da. Cuota
KJCR-38;CAMIONETA;MITSUBISHI;2019;181953;0;0;181953;22-08-2019;CT166006418;NORMAL;2da. Cuota
KKSS-70;CAMIONETA;VOLKSWAGEN;2019;270171;0;0;270171;22-08-2019;CT243007318;NORMAL;2da. Cuota
KSSG-62;CAMIONETA;MITSUBISHI;2019;207506;0;0;207506;22-08-2019;CT166006618;NORMAL;2da. Cuota
KSKP-20;CAMIONETA;VOLKSWAGEN;2019;330299;0;0;330299;22-08-2019;CT243007419;NORMAL;2da. Cuota
KSKP-19;CAMIONETA;VOLKSWAGEN;2019;253021;0;0;253021;22-08-2019;CT243007319;NORMAL;2da. Cuota
CPTT-61;AUTOMOVIL;SUZUKI;2019;12257;0;0;12257;23-08-2019;HB229011011;NORMAL;2da. Cuota
DXDR-39;CAMIONETA;MITSUBISHI;2019;59757;0;0;59757;23-08-2019;CT166004712;NORMAL;2da. Cuota
