 Placa ; Tipo de Vehiculo ; Marca ; Año del Permiso ; Valor Permiso ; IPC ; Multa ; Valor Total ; Fecha de Emision ; Codigo Sii ; Clasificacion ; Forma de Pago 
ZV-6598;STATION WAGON;SUBARU;2019;28294;0;0;28294;29-03-2019;SU227019206;NORMAL;1ra. Cuota
XW-8529;STATION WAGON;NISSAN;2019;52188;0;0;52188;29-03-2019;SU176017407;NORMAL;Contado
UU-7978;CAMIONETA;CHEVROLET;2019;12088;0;0;12088;29-03-2019;CT050015101;NORMAL;1ra. Cuota
DLHY-86;CAMIONETA;TOYOTA;2019;101083;0;0;101083;29-03-2019;CT235013412;NORMAL;1ra. Cuota
NL-6776;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;29-03-2019;CT050003795;NORMAL;Contado
GVHF-66;CAMIONETA;NISSAN;2019;80233;0;0;80233;29-03-2019;CT176025914;NORMAL;1ra. Cuota
HTZJ-70;CAMIONETA;FORD;2019;186441;0;0;186441;29-03-2019;CT079017516;NORMAL;1ra. Cuota
JCCH-17;MINIBUS PARTICULAR;MAXUS;2019;245065;0;0;245065;29-03-2019;VN159000217;NORMAL;Contado
FYYY-72;AMBULANCIA;TOYOTA;2019;209665;0;0;209665;29-03-2019;CT235013714;NORMAL;Contado
GBSC-41;CAMIONETA;NISSAN;2019;133465;0;0;133465;29-03-2019;CT176030514;NORMAL;Contado
GYPJ-46;MINIBUS PARTICULAR;NISSAN;2019;251665;0;0;251665;29-03-2019;VN176005115;NORMAL;Contado
HGSR-65;CAMIONETA;FIAT;2019;39594;0;0;39594;29-03-2019;CT077001916;NORMAL;1ra. Cuota
TJ-9436;AUTOMOVIL;FIAT;2019;24177;0;0;24177;29-03-2019;HB077006400;NORMAL;Contado
XU-4979;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;29-03-2019;CT050019904;NORMAL;Contado
HHKR-10;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;29-03-2019;CT166005915;NORMAL;Contado
GTPJ-94;CAMIONETA;TOYOTA;2019;209665;0;0;209665;29-03-2019;CT235013714;NORMAL;Contado
VC-2535;AUTOMOVIL;CHEVROLET;2019;24177;0;0;24177;29-03-2019;SD050017102;NORMAL;Contado
FWHJ-92;CAMIONETA;CHEVROLET;2019;73483;0;0;73483;29-03-2019;CT050032013;NORMAL;1ra. Cuota
CKPK-95;CAMIONETA;GREAT WALL;2019;33388;0;0;33388;29-03-2019;CT091001610;NORMAL;Contado
GFVR-65;CAMIONETA;MITSUBISHI;2019;166765;0;0;166765;29-03-2019;CT166006014;NORMAL;Contado
UZ-5918;AUTOMOVIL;FIAT;2019;24177;0;0;24177;08-03-2019;SD077003702;NORMAL;Contado
RX-9892;CAMIONETA;TOYOTA;2019;24177;0;0;24177;08-03-2019;CT235003598;NORMAL;Contado
CRBJ-26;CAMIONETA;CHEVROLET;2019;75988;0;0;75988;09-03-2019;CT050028910;NORMAL;Contado
CDVY-80;AUTOMOVIL;TOYOTA;2019;57188;0;0;57188;09-03-2019;HB235004610;NORMAL;Contado
CRHB-38;CAMIONETA;CHEVROLET;2019;76788;0;0;76788;11-03-2019;CT050027210;NORMAL;Contado
BTVP-19;STATION WAGON;FORD;2019;42194;0;0;42194;11-03-2019;VN079005509;NORMAL;1ra. Cuota
BGYZ-39;AUTOMOVIL;VOLKSWAGEN;2019;32388;0;0;32388;11-03-2019;HB243017608;NORMAL;Contado
FHFW-58;AUTOMOVIL;KIA MOTORS;2019;21094;0;0;21094;12-03-2019;HB132004213;NORMAL;1ra. Cuota
CFYL-29;CAMIONETA;NISSAN;2019;35194;0;0;35194;12-03-2019;CT176028110;NORMAL;1ra. Cuota
FLCC-52;CAMIONETA;KIA MOTORS;2019;137065;0;0;137065;12-03-2019;CT132005013;NORMAL;Contado
DXXJ-65;AUTOMOVIL;CHEVROLET;2019;28000;0;0;28000;12-03-2019;HB050012313;NORMAL;Contado
FJHP-29;CAMIONETA;CHEVROLET;2019;73483;0;0;73483;12-03-2019;CT050032013;NORMAL;1ra. Cuota
JLVJ-41;CAMIONETA;FORD;2019;1026026;0;0;1026026;13-03-2019;CT079018917;NORMAL;Contado
YA-3742;CAMIONETA;TOYOTA;2019;34388;0;0;34388;13-03-2019;CT235008905;NORMAL;Contado
JPZC-27;STATION WAGON;MERCEDES BENZ;2019;658376;0;0;658376;13-03-2019;VN162003417;NORMAL;Contado
JLHC-93;AUTOMOVIL;AUDI;2019;385682;0;0;385682;13-03-2019;HB013013017;NORMAL;Contado
JLFC-75;CAMIONETA;FORD;2019;421282;0;0;421282;13-03-2019;CT079017517;NORMAL;Contado
JTCW-51;AUTOMOVIL;SUZUKI;2019;37188;0;0;37188;13-03-2019;HB229014917;NORMAL;Contado
DLCT-45;STATION WAGON;JAC;2019;35988;0;0;35988;13-03-2019;SU117001012;NORMAL;Contado
JVCY-60;STATION WAGON;SUZUKI;2019;54883;0;0;54883;13-03-2019;SU229027417;NORMAL;1ra. Cuota
CBPV-31;STATION WAGON;CHEVROLET;2019;76188;0;0;76188;13-03-2019;SU050006610;NORMAL;Contado
TS-3573;AUTOMOVIL;CHEVROLET;2019;24177;0;0;24177;13-03-2019;SD050017400;NORMAL;Contado
CKWC-44;CAMIONETA;TATA;2019;51988;0;0;51988;14-03-2019;CT231000211;NORMAL;Contado
GFTV-74;CAMIONETA;MITSUBISHI;2019;83383;0;0;83383;14-03-2019;CT166006014;NORMAL;1ra. Cuota
VZ-9148;AUTOMOVIL;HYUNDAI;2019;24177;0;0;24177;14-03-2019;SD111009604;NORMAL;Contado
GRYH-90;AUTOMOVIL;CHEVROLET;2019;32788;0;0;32788;14-03-2019;HB050015114;NORMAL;Contado
UT-1228;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;14-03-2019;CT050012602;NORMAL;Contado
FTSK-31;CAMIONETA;NISSAN;2019;122665;0;0;122665;14-03-2019;CT176030913;NORMAL;Contado
GSBX-79;STATION WAGON;SUZUKI;2019;113965;0;0;113965;14-03-2019;SU229025114;NORMAL;Contado
HVZX-70;CAMIONETA;MAZDA;2019;296482;0;0;296482;14-03-2019;CT160012516;NORMAL;Contado
DPKB-56;STATION WAGON;JEEP;2019;94765;0;0;94765;15-03-2019;SU121004012;NORMAL;Contado
FYFR-91;STATION WAGON;JEEP;2019;555282;0;0;555282;15-03-2019;VN121003614;NORMAL;Contado
JSDW-92;CAMIONETA;CHEVROLET;2019;827126;0;0;827126;15-03-2019;CT050033417;NORMAL;Contado
HBDH-42;CAMIONETA;KIA MOTORS;2019;209665;0;0;209665;15-03-2019;CT132005115;NORMAL;Contado
DBJD-39;CAMIONETA;CHEVROLET;2019;79988;0;0;79988;15-03-2019;CT050026712;NORMAL;Contado
DVWK-21;STATION WAGON;FORD;2019;215665;0;0;215665;15-03-2019;SU079005312;NORMAL;Contado
FTSK-32;CAMIONETA;NISSAN;2019;122665;0;0;122665;17-03-2019;CT176030913;NORMAL;Contado
DS-9221;JEEP;NISSAN;2019;24177;0;0;24177;17-03-2019;SU176001692;NORMAL;Contado
FGKS-92;CAMIONETA;FORD;2019;314882;0;0;314882;17-03-2019;CT079017913;NORMAL;Contado
BPPV-77;STATION WAGON;SUZUKI;2019;32194;0;0;32194;18-03-2019;SU229021008;NORMAL;1ra. Cuota
CFYT-21;CAMIONETA;DODGE;2019;43194;0;0;43194;18-03-2019;CT064005810;NORMAL;1ra. Cuota
BBTW-70;CAMIONETA;MITSUBISHI;2019;63188;0;0;63188;18-03-2019;CT166004508;NORMAL;Contado
VV-6738;CAMIONETA;MITSUBISHI;2019;24177;0;0;24177;18-03-2019;CT166002703;NORMAL;Contado
CCFJ-33;STATION WAGON;SUZUKI;2019;48788;0;0;48788;18-03-2019;SU229022210;NORMAL;Contado
BRXB-30;CAMIONETA;TOYOTA;2019;35694;0;0;35694;18-03-2019;CT235011608;NORMAL;1ra. Cuota
DWJS-29;STATION WAGON;PEUGEOT;2019;49783;0;0;49783;18-03-2019;SU184012512;NORMAL;1ra. Cuota
GZHP-43;AUTOMOVIL;RENAULT;2019;53788;0;0;53788;31-03-2019;SD197012715;NORMAL;Contado
DRYY-84;CAMIONETA;NISSAN;2019;57283;0;0;57283;18-03-2019;CT176030412;NORMAL;1ra. Cuota
BYDG-55;STATION WAGON;DAIHATSU;2019;24194;0;0;24194;19-03-2019;SU059010109;NORMAL;1ra. Cuota
FLCJ-16;CAMIONETA;SSANGYONG;2019;60433;0;0;60433;19-03-2019;CT225001313;NORMAL;1ra. Cuota
RS-8324;AUTOMOVIL;SUBARU;2019;24177;0;0;24177;19-03-2019;SU227007598;NORMAL;Contado
HSRP-63;STATION WAGON;FORD;2019;141865;0;0;141865;19-03-2019;SU079006216;NORMAL;Contado
FLJR-79;AUTOMOVIL;SUZUKI;2019;25200;0;0;25200;20-03-2019;HB229011313;NORMAL;Contado
CFVP-46;CAMIONETA;MAHINDRA;2019;47988;0;0;47988;20-03-2019;CT154000610;NORMAL;Contado
FDGR-97;FURGON;CITROEN;2019;63188;0;0;63188;20-03-2019;CO052006712;NORMAL;Contado
ZX-2123;FURGON;MITSUBISHI;2019;28200;0;0;28200;20-03-2019;VN166002306;NORMAL;Contado
ZA-5224;CAMIONETA;CHEVROLET;2019;28400;0;0;28400;21-03-2019;CT050021206;NORMAL;Contado
BKTX-61;STATION WAGON;FORD;2019;37388;0;0;37388;22-03-2019;SU079004508;NORMAL;Contado
BLZW-95;CAMIONETA;JAC;2019;143241;0;0;143241;22-03-2019;CT117001118;NORMAL;1ra. Cuota
HYBH-52;STATION WAGON;BRILLIANCE;2019;45133;0;0;45133;22-03-2019;SU035000716;NORMAL;1ra. Cuota
FPKL-79;STATION WAGON;FORD;2019;86988;0;0;86988;22-03-2019;SU079006213;NORMAL;Contado
HDCZ-60;STATION WAGON;DAIHATSU;2019;97765;0;0;97765;22-03-2019;SU059011715;NORMAL;Contado
DDFX-18;CAMIONETA;VOLKSWAGEN;2019;56533;0;0;56533;01-04-2019;CT243003511;NORMAL;1ra. Cuota
DTDS-65;CAMIONETA;CHEVROLET;2019;211465;0;0;211465;01-04-2019;CT050029612;NORMAL;Contado
PF-0576;Moto;YAMAHA;2019;24177;0;0;24177;01-04-2019;MT254021607;NORMAL;Contado
WW-9483;FURGON;RENAULT;2019;12088;0;0;12088;01-04-2019;CO197001207;NORMAL;1ra. Cuota
SV-5951;AUTOMOVIL;MAZDA;2019;24177;0;0;24177;01-04-2019;SD160005799;NORMAL;Contado
FLBH-24;STATION WAGON;HYUNDAI;2019;78283;0;0;78283;01-04-2019;SU111007613;NORMAL;1ra. Cuota
NE-7940;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;01-04-2019;CT050005295;NORMAL;Contado
FFRV-79;AUTOMOVIL;SUZUKI;2019;24177;0;0;24177;01-04-2019;HB229009213;NORMAL;Contado
KG-8822;AUTOMOVIL;SUBARU;2019;24177;0;0;24177;01-04-2019;SD227004693;NORMAL;Contado
CFVP-83;CAMIONETA;TOYOTA;2019;82033;0;0;82033;01-04-2019;CT235013010;NORMAL;1ra. Cuota
XD-2001;STATION WAGON;HONDA;2019;35188;0;0;35188;01-04-2019;SU106002604;NORMAL;Contado
UJ-2154;STATION WAGON;HYUNDAI;2019;25100;0;0;25100;01-04-2019;SU111003201;NORMAL;Contado
GYPJ-45;FURGON;NISSAN;2019;222565;0;0;222565;01-04-2019;VN176004915;NORMAL;Contado
NA-3367;CAMIONETA;TOYOTA;2019;24177;0;0;24177;01-04-2019;CT235002095;NORMAL;Contado
ZH-6555;AUTOMOVIL;TOYOTA;2019;24177;0;0;24177;01-04-2019;SD235016206;NORMAL;Contado
GSGS-16;CAMIONETA;KIA MOTORS;2019;83983;0;0;83983;01-04-2019;CT132005214;NORMAL;1ra. Cuota
LB-1983;AUTOMOVIL;TOYOTA;2019;24177;0;0;24177;01-04-2019;SD235007494;NORMAL;Contado
KJDS-99;CAMIONETA;NISSAN;2019;548082;0;0;548082;01-04-2019;CT176032418;NORMAL;Contado
WZ-7649;STATION WAGON;KIA MOTORS;2019;23894;0;0;23894;01-04-2019;SU132009207;NORMAL;1ra. Cuota
KK-2037;STATION WAGON;SUBARU;2019;24177;0;0;24177;01-04-2019;SD227004293;NORMAL;Contado
GJPV-46;CAMIONETA;TOYOTA;2019;108133;0;0;108133;01-04-2019;CT235013314;NORMAL;1ra. Cuota
BZHX-48;AUTOMOVIL;SUZUKI;2019;16394;0;0;16394;01-04-2019;HB229007809;NORMAL;1ra. Cuota
BFRG-90;CAMIONETA;MAZDA;2019;68788;0;0;68788;01-04-2019;CT160008808;NORMAL;Contado
KZRF-87;AUTOMOVIL;HYUNDAI;2019;69628;0;0;69628;01-04-2019;SD111028319;NORMAL;1ra. Cuota
HSHS-33;STATION WAGON;FORD;2019;180041;0;0;180041;01-04-2019;VN079006716;NORMAL;1ra. Cuota
FDDW-41;STATION WAGON;KIA MOTORS;2019;44533;0;0;44533;01-04-2019;SU132012313;NORMAL;1ra. Cuota
DZJF-18;CAMIONETA;MITSUBISHI;2019;117865;0;0;117865;01-04-2019;CT166004712;NORMAL;Contado
UY-6856;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;01-04-2019;CT050012702;NORMAL;Contado
JCPV-85;CAMIONETA;NISSAN;2019;335682;0;0;335682;01-04-2019;CT176032717;NORMAL;Contado
XG-2758;CAMIONETA;MITSUBISHI;2019;34388;0;0;34388;01-04-2019;CT166003204;NORMAL;Contado
WF-9367;CAMIONETA;NISSAN;2019;22794;0;0;22794;01-04-2019;CT176017506;NORMAL;1ra. Cuota
WG-2381;CAMIONETA;NISSAN;2019;39788;0;0;39788;01-04-2019;CT176019706;NORMAL;Contado
FFYV-87;CAMIONETA;FORD;2019;218365;0;0;218365;01-04-2019;CT079017513;NORMAL;Contado
CVSJ-49;CAMIONETA;SSANGYONG;2019;74188;0;0;74188;01-04-2019;CT225002011;NORMAL;Contado
SW-4882;JEEP;TOYOTA;2019;75588;0;0;75588;01-04-2019;VN235003407;NORMAL;Contado
TZ-4144;CAMIONETA;TOYOTA;2019;25900;0;0;25900;01-04-2019;CT235004601;NORMAL;Contado
DXB-027;Moto;SKYGO;2019;24177;0;0;24177;01-04-2019; ;NORMAL;Contado
CKKJ-25;FURGON;HYUNDAI;2019;74188;0;0;74188;01-04-2019;VN111012210;NORMAL;Contado
BD-6113;JEEP;NISSAN;2019;24177;0;0;24177;01-04-2019;SU176001692;NORMAL;Contado
JDXC-27;AUTOMOVIL;VOLKSWAGEN;2019;41194;0;0;41194;01-04-2019;SD243016817;NORMAL;1ra. Cuota
CGPT-53;STATION WAGON;DAIHATSU;2019;61788;0;0;61788;01-04-2019;SU059009410;NORMAL;Contado
DFYY-63;CAMIONETA;FORD;2019;40294;0;0;40294;01-04-2019;CT079011612;NORMAL;1ra. Cuota
FLBF-61;CAMIONETA;TOYOTA;2018;133000;2926;14272;150198;31-03-2019;CT235013013;NORMAL;2da. Cuota
BGJZ-73;JEEP;JEEP;2018;64976;1429;6973;73378;31-03-2019;VN121001809;NORMAL;2da. Cuota
CDWS-43;STATION WAGON;BMW;2018;197868;4353;21233;223454;31-03-2019;SU032002610;NORMAL;2da. Cuota
GFGX-70;FURGON;HAIMA;2019;12800;0;0;12800;31-03-2019;CO095000114;NORMAL;1ra. Cuota
FLBF-61;CAMIONETA;TOYOTA;2019;119383;0;0;119383;31-03-2019;CT235013013;NORMAL;1ra. Cuota
BGJZ-73;JEEP;JEEP;2019;53383;0;0;53383;31-03-2019;VN121001809;NORMAL;1ra. Cuota
CDWS-43;STATION WAGON;BMW;2019;168441;0;0;168441;31-03-2019;SU032002610;NORMAL;1ra. Cuota
DGXW-84;CAMIONETA;NISSAN;2019;71388;0;0;71388;01-04-2019;CT176019211;NORMAL;Contado
HFVF-13;CAMIONETA;MITSUBISHI;2019;201565;0;0;201565;01-04-2019;CT166006015;NORMAL;Contado
HHKR-11;CAMIONETA;MITSUBISHI;2019;194365;0;0;194365;01-04-2019;CT166005915;NORMAL;Contado
YC-2809;AUTOMOVIL;NISSAN;2019;24177;0;363;24540;02-04-2019;SD176021405;NORMAL;Contado
SX-8356;AUTOMOVIL;HYUNDAI;2019;24177;0;363;24540;02-04-2019;HB111000699;NORMAL;Contado
KPYH-91;FURGON;CITROEN;2019;458082;0;6871;464953;02-04-2019;CO052010918;NORMAL;Contado
JGTJ-24;FURGON;PEUGEOT;2019;167665;0;2515;170180;02-04-2019;CO184018417;NORMAL;Contado
HTD-083;Moto;YAMAHA;2019;24177;0;363;24540;02-04-2019;MT254035818;NORMAL;Contado
KU-7829;CAMIONETA;CHEVROLET;2019;24177;0;363;24540;02-04-2019;CT050003793;NORMAL;Contado
KW-8469;CAMIONETA;SSANGYONG;2019;54188;0;813;55001;02-04-2019;CT225001607;NORMAL;Contado
PL-9021;STATION WAGON;SUBARU;2019;24177;0;0;24177;23-03-2019;SU227004797;NORMAL;Contado
SN-6367;CAMIONETA;DODGE;2019;24177;0;363;24540;02-04-2019;CT064000898;NORMAL;Contado
DPJG-60;CAMIONETA;MITSUBISHI;2019;117865;0;0;117865;24-03-2019;CT166004712;NORMAL;Contado
DGFR-66;STATION WAGON;TOYOTA;2019;140365;0;0;140365;24-03-2019;VN235004811;NORMAL;Contado
CRVZ-53;AUTOMOVIL;SUZUKI;2019;24177;0;0;24177;24-03-2019;HB229011111;NORMAL;Contado
VY-2941;AUTOMOVIL;HONDA;2019;38388;0;0;38388;24-03-2019;SD106008404;NORMAL;Contado
JPDX-14;STATION WAGON;RENAULT;2019;41194;0;0;41194;25-03-2019;SU197007617;NORMAL;1ra. Cuota
HFRZ-81;AUTOMOVIL;CHEVROLET;2019;52388;0;0;52388;25-03-2019;HB050015015;NORMAL;Contado
HBSX-52;STATION WAGON;HYUNDAI;2019;100933;0;0;100933;25-03-2019;SU111016315;NORMAL;1ra. Cuota
YR-1539;CAMIONETA;MITSUBISHI;2019;31988;0;480;32468;10-04-2019;CT166002805;NORMAL;Contado
FTSV-59;STATION WAGON;HYUNDAI;2019;14694;0;0;14694;25-03-2019;VN111007501;NORMAL;1ra. Cuota
RJ-9449;AUTOMOVIL;MAZDA;2019;24177;0;0;24177;25-03-2019;SD160005898;NORMAL;Contado
DVKZ-38;FURGON;HYUNDAI;2019;125665;0;0;125665;25-03-2019;VN111014912;NORMAL;Contado
HGSH-36;STATION WAGON;SUZUKI;2019;77388;0;1161;78549;02-04-2019;SU229026315;NORMAL;Contado
FKWJ-55;CAMIONETA;KIA MOTORS;2019;137065;0;0;137065;25-03-2019;CT132005013;NORMAL;Contado
ZX-1624;AUTOMOVIL;FIAT;2019;24177;0;363;24540;02-04-2019;SD077004806;NORMAL;Contado
KKYB-84;AUTOMOVIL;VOLKSWAGEN;2019;95965;0;1439;97404;02-04-2019;HB243024818;NORMAL;Contado
TZ-4205;JEEP;SUZUKI;2019;24177;0;363;24540;02-04-2019;SU229005101;NORMAL;Contado
VU-8855;JEEP;NISSAN;2019;24177;0;363;24540;02-04-2019;SU176002795;NORMAL;Contado
YRV-030;CARRO ARRASTRE;HECHIZO;2019;24177;0;363;24540;02-04-2019; ;NORMAL;Contado
YR-7369;CAMION;FORD;2018;47681;429;5052;53162;02-04-2019; ;NORMAL;Contado
TZ-6809;AUTOMOVIL;CHEVROLET;2019;24177;0;363;24540;02-04-2019;SD050016000;NORMAL;Contado
BYDL-39;CAMION;VOLKSWAGEN;2017;0;0;0;0;03-04-2019; ;GRACIA;Contado
BYDL-39;CAMION;VOLKSWAGEN;2018;0;0;0;0;03-04-2019; ;GRACIA;Contado
HTRD-28;CARRO BOMBA;IVECO;2017;0;0;0;0;03-04-2019; ;GRACIA;Contado
HTRD-28;CARRO BOMBA;IVECO;2018;0;0;0;0;03-04-2019; ;GRACIA;Contado
RZ-7715;AUTOMOVIL;NISSAN;2019;24177;0;363;24540;03-04-2019;SD176010198;NORMAL;Contado
VY-1977;CAMIONETA;NISSAN;2019;24177;0;363;24540;03-04-2019;CT176003203;NORMAL;Contado
TT-6199;CARRO BOMBA;RENAULT;2016;0;0;0;0;03-04-2019; ;GRACIA;Contado
TT-6199;CARRO BOMBA;RENAULT;2017;0;0;0;0;03-04-2019; ;GRACIA;Contado
TT-6199;CARRO BOMBA;RENAULT;2018;0;0;0;0;03-04-2019; ;GRACIA;Contado
DTZF-34;STATION WAGON;HYUNDAI;2019;84388;0;1266;85654;03-04-2019;SU111009212;NORMAL;Contado
RK-9593;AUTOMOVIL;SUZUKI;2019;24177;0;363;24540;03-04-2019;HB229003598;NORMAL;Contado
YK-8786;STATION WAGON;SUZUKI;2019;35388;0;531;35919;03-04-2019;SU229015305;NORMAL;Contado
WV-9580;AUTOMOVIL;CHEVROLET;2019;24177;0;0;24177;25-03-2019;SD050021507;NORMAL;Contado
BCHX-71;AUTOMOVIL;KIA MOTORS;2019;24177;0;0;24177;25-03-2019;SD132009308;NORMAL;Contado
FDFL-67;AUTOMOVIL;HYUNDAI;2019;33588;0;0;33588;25-03-2019;HB111009713;NORMAL;Contado
GSFX-17;CAMIONETA;DODGE;2019;146241;0;0;146241;25-03-2019;CT064007414;NORMAL;1ra. Cuota
CTJH-36;CAMIONETA;NISSAN;2019;100465;0;0;100465;25-03-2019;CT176025911;NORMAL;Contado
BDVJ-63;STATION WAGON;HYUNDAI;2019;84188;0;0;84188;26-03-2019;SU111005708;NORMAL;Contado
DWZV-13;CAMIONETA;TOYOTA;2019;81733;0;0;81733;25-03-2019;CT235013312;NORMAL;1ra. Cuota
DPPZ-58;STATION WAGON;MAHINDRA;2019;30094;0;0;30094;26-03-2019;SU154000312;NORMAL;1ra. Cuota
BFRK-14;AUTOMOVIL;FORD;2019;27900;0;0;27900;26-03-2019;HB079011108;NORMAL;Contado
YX-3976;STATION WAGON;KIA MOTORS;2019;30988;0;0;30988;26-03-2019;SU132004205;NORMAL;Contado
CWJF-25;STATION WAGON;SUBARU;2019;94465;0;0;94465;26-03-2019;SU227034311;NORMAL;Contado
JGJZ-64;STATION WAGON;GREAT WALL;2019;101965;0;0;101965;26-03-2019;SU091002217;NORMAL;Contado
PN-8478;CAMIONETA;TOYOTA;2019;24177;0;0;24177;26-03-2019;CT235003597;NORMAL;Contado
GXPW-76;CAMIONETA;DODGE;2019;168241;0;0;168241;26-03-2019;CT064009115;NORMAL;1ra. Cuota
UC-7014;STATION WAGON;HYUNDAI;2019;28700;0;0;28700;26-03-2019;VN111007001;NORMAL;Contado
HRPX-14;STATION WAGON;HONDA;2019;248841;0;0;248841;27-03-2019;SU106003516;NORMAL;1ra. Cuota
RY-7251;JEEP;SUZUKI;2019;24177;0;0;24177;27-03-2019;SU229003398;NORMAL;Contado
FBWY-12;STATION WAGON;FORD;2019;98533;0;0;98533;27-03-2019;SU079006513;NORMAL;1ra. Cuota
DLZG-65;CAMIONETA;CHEVROLET;2019;113665;0;0;113665;27-03-2019;CT050030212;NORMAL;Contado
CKKF-71;CAMIONETA;TOYOTA;2019;95665;0;0;95665;27-03-2019;CT235011610;NORMAL;Contado
NE-6049;AUTOMOVIL;BMW;2019;24177;0;0;24177;27-03-2019;SD032005791;NORMAL;Contado
UN-2637;CAMIONETA;FORD;2019;24177;0;0;24177;27-03-2019;CT079010501;NORMAL;Contado
GKPD-18;AUTOMOVIL;CHEVROLET;2019;27000;0;0;27000;27-03-2019;SD050022108;NORMAL;Contado
DDFK-17;FURGON;CITROEN;2019;100765;0;0;100765;27-03-2019;CO052006111;NORMAL;Contado
CPTL-59;AUTOMOVIL;CHEVROLET;2019;33788;0;0;33788;27-03-2019;HB050012211;NORMAL;Contado
GWKT-30;CAMIONETA;MITSUBISHI;2019;171265;0;0;171265;28-03-2019;CT166005715;NORMAL;Contado
JVJC-86;AUTOMOVIL;SUZUKI;2019;37188;0;0;37188;28-03-2019;HB229014917;NORMAL;Contado
TY-3455;CAMIONETA;TOYOTA;2019;24177;0;0;24177;27-03-2019;CT235004100;NORMAL;Contado
JRXH-81;AUTOMOVIL;SUZUKI;2019;37188;0;0;37188;28-03-2019;HB229014917;NORMAL;Contado
UP-2742;CAMIONETA;MAZDA;2019;24177;0;0;24177;27-03-2019;CT160004501;NORMAL;Contado
DFDH-81;CAMIONETA;MITSUBISHI;2019;95365;0;0;95365;28-03-2019;CT166004711;NORMAL;Contado
NA-2825;AUTOMOVIL;DAEWOO;2019;24177;0;0;24177;28-03-2019;SD057002196;NORMAL;Contado
MK-0465;MOTO;HONDA;2019;24177;0;0;24177;28-03-2019;MT106023013;NORMAL;Contado
WF-4901;CAMIONETA;MAZDA;2019;18094;0;0;18094;28-03-2019;CT160006406;NORMAL;1ra. Cuota
JJBB-78;STATION WAGON;SUZUKI;2019;203065;0;0;203065;28-03-2019;SU229029817;NORMAL;Contado
CCDJ-12;CAMIONETA;MAZDA;2019;76588;0;0;76588;28-03-2019;CT160009809;NORMAL;Contado
HTYW-58;STATION WAGON;BRILLIANCE;2019;42094;0;0;42094;29-03-2019;SU035000415;NORMAL;1ra. Cuota
JBWY-91;STATION WAGON;FORD;2019;162565;0;0;162565;29-03-2019;SU079006217;NORMAL;Contado
XR-9463;MINIBUS PARTICULAR;HYUNDAI;2019;23494;0;0;23494;29-03-2019;VN111009806;NORMAL;1ra. Cuota
CWCR-39;CAMIONETA;TATA;2019;51988;0;0;51988;29-03-2019;CT231000211;NORMAL;Contado
CJK-065;MOTO;MOTORRAD;2019;24177;0;0;24177;29-03-2019;MT173011315;NORMAL;Contado
JVJD-74;STATION WAGON;TOYOTA;2019;348988;0;0;348988;29-03-2019;SU235009917;NORMAL;1ra. Cuota
HJCV-61;AUTOMOVIL;VOLKSWAGEN;2019;74188;0;0;74188;29-03-2019;SD243016816;NORMAL;Contado
YF-6912;STATION WAGON;SUBARU;2019;32788;0;0;32788;29-03-2019;SU227018605;NORMAL;Contado
DSS-015;MOTO;MV AGUSTA;2019;379282;0;0;379282;29-03-2019;MT175002916;NORMAL;Contado
FVRG-96;CAMIONETA;TOYOTA;2019;80533;0;0;80533;29-03-2019;CT235013213;NORMAL;1ra. Cuota
KHRB-14;CAMIONETA;FOTON;2019;31194;0;0;31194;29-03-2019;CT080008118;NORMAL;1ra. Cuota
UT-7278;JEEP;LAND ROVER;2019;27200;0;0;27200;29-03-2019;SU141001802;NORMAL;Contado
FZGW-95;STATION WAGON;ZOTYE;2019;18794;0;0;18794;29-03-2019;SU266000514;NORMAL;1ra. Cuota
BGCJ-55;STATION WAGON;LAND ROVER;2019;185641;0;0;185641;29-03-2019;SU141004808;NORMAL;1ra. Cuota
DYWY-24;STATION WAGON;HYUNDAI;2019;133765;0;0;133765;30-03-2019;SU111010812;NORMAL;Contado
DT-8045;CAMIONETA;CHEVROLET;2019;24177;0;0;24177;30-03-2019;CT050001192;NORMAL;Contado
CJWX-66;AUTOMOVIL;SUZUKI;2019;17894;0;0;17894;30-03-2019;HB229007710;NORMAL;1ra. Cuota
HSRD-99;CAMIONETA;TOYOTA;2019;501682;0;0;501682;30-03-2019;CT235014316;NORMAL;Contado
BVFP-38;STATION WAGON;CHEVROLET;2019;34988;0;0;34988;30-03-2019;SU050005509;NORMAL;Contado
GPLL-17;CAMIONETA;MITSUBISHI;2019;62083;0;0;62083;30-03-2019;CT166006114;NORMAL;1ra. Cuota
ZV-4698;AUTOMOVIL;KIA MOTORS;2019;24177;0;0;24177;30-03-2019;SD132009306;NORMAL;Contado
XY-9258;STATION WAGON;NISSAN;2019;36588;0;0;36588;30-03-2019;SU176016204;NORMAL;Contado
HZZJ-52;CAMIONETA;MAHINDRA;2019;63733;0;0;63733;30-03-2019;CT154002816;NORMAL;1ra. Cuota
CVSV-63;STATION WAGON;KIA MOTORS;2019;87565;0;0;87565;31-03-2019;SU132012611;NORMAL;Contado
