 Placa ; Tipo de Vehiculo ; Marca ; Año de Fabricacion ; Año del Permiso ; Valor Permiso ; IPC ; Multa ; Correccion Monetaria ; Valor Total ; Fecha de Emision ; Codigo Sii ; Forma de Pago 
GFGX-70;FURGON;HAIMA;2014;2018;27200;0;408;0;27608;20-04-2018;CO095000114;Contado
FSXH-91;CAMIONETA;NISSAN;2013;2018;137666;0;2065;0;139731;25-04-2018;CT176030913;Contado
KBGC-10;STATION WAGON;MITSUBISHI;2018;2018;270245;0;4054;0;274299;26-04-2018;SU166003318;Contado
FXPV-15;CAMIONETA;HYUNDAI;2005;2018;31189;0;468;0;31657;27-04-2018;CT111003305;Contado
MK-0465;MOTO;HONDA;2013;2018;23510;0;353;0;23863;27-04-2018;MT106023013;Contado
UG-5377;CAMIONETA;CHEVROLET;2001;2014;20468;3091;17316;0;40875;30-04-2018;CT050009301;Contado
UG-5377;CAMIONETA;CHEVROLET;2001;2015;21599;2181;13198;0;36978;30-04-2018;CT050009301;Contado
UG-5377;CAMIONETA;CHEVROLET;2001;2016;22478;1146;8859;0;32483;30-04-2018;CT050009301;Contado
UG-5377;CAMIONETA;CHEVROLET;2001;2017;23115;509;4607;0;28231;30-04-2018;CT050009301;Contado
UG-5377;CAMIONETA;CHEVROLET;2001;2018;23510;0;353;0;23863;30-04-2018;CT050009301;Contado
YN-6021;CAMIONETA;CHEVROLET;2005;2018;23510;0;353;0;23863;30-04-2018;CT050023205;Contado
CDTZ-69;CAMIONETA;TOYOTA;2010;2018;170366;0;2555;0;172921;10-04-2018;VN235004710;Contado
DXVB-50;CAMIONETA;NISSAN;2012;2018;128666;0;1930;0;130596;13-04-2018;CT176023712;Contado
ZV-6598;STATION WAGON;SUBARU;2006;2018;60989;0;915;0;61904;24-04-2018;SU227019206;Contado
WE-4497;MINIBUS PARTICULAR;HYUNDAI;2006;2018;46789;94;1406;0;48289;03-05-2018;VN111009906;Contado
KJDS-99;CAMIONETA;NISSAN;2018;2018;378315;0;5675;0;383990;03-05-2018;CT176032418;Contado
KHTC-68;CAMIONETA;NISSAN;2018;2018;378315;0;5675;0;383990;03-05-2018;CT176032418;Contado
BFJS-48;STATION WAGON;JEEP;2008;2018;66189;0;0;0;66189;29-03-2018;SU121002608;Contado
EV-6674;CAMIONETA;TOYOTA;1988;2018;23510;47;707;0;24264;04-05-2018;CT235000388;Contado
DBKX-29;CAMIONETA;FIAT;2011;2018;44589;89;1340;0;46018;04-05-2018;CT077001711;Contado
ZU-7584;MINIBUS PARTICULAR;HYUNDAI;2006;2017;49464;1088;9099;0;59651;09-05-2018;VN111009706;Contado
YRV-030;CARRO ARRASTRE;HECHIZO;2018;2018;23510;0;0;0;23510;09-05-2018; ;Contado
YE-3151;AUTOMOVIL;FIAT;2005;2018;23510;47;707;0;24264;09-05-2018;HB077010905;Contado
YRV-017;CARRO ARRASTRE;HECHIZO;2009;2018;23510;47;707;0;24264;14-05-2018; ;Contado
YE-3765;FURGON;KIA MOTORS;2005;2018;32589;65;980;0;33634;15-05-2018;VN132001605;Contado
VV-5056;STATION WAGON;VOLKSWAGEN;2003;2018;23510;47;707;0;24264;18-05-2018;SU243002803;Contado
VU-8855;JEEP;NISSAN;1995;2018;23510;47;707;0;24264;22-05-2018;SU176002795;Contado
RZ-6625;CAMIONETA;KIA MOTORS;1998;2018;23510;47;707;0;24264;28-05-2018;CT132000698;Contado
JGRW-31;MINIBUS;HYUNDAI;2017;2018;47301;0;0;0;47301;30-05-2018; ;Contado
BHVS-69;MINIBUS;MERCEDES BENZ;2008;2018;47301;0;0;0;47301;31-05-2018; ;Contado
CGYL-86;MINIBUS;TOYOTA;2010;2018;47301;0;0;0;47301;31-05-2018; ;Contado
BYTF-92;MINIBUS;JAC;2011;2018;47301;0;0;0;47301;31-05-2018; ;Contado
XB-3596;MINIBUS ESCOLAR;MITSUBISHI;2004;2018;47301;0;0;0;47301;31-05-2018; ;Contado
JKHS-70;MINIBUS;FORD;2017;2018;47301;0;0;0;47301;31-05-2018; ;Contado
HBXR-59;BUS;MERCEDES BENZ;2015;2018;47301;0;0;0;47301;31-05-2018; ;Contado
DDDB-20;BUS;MERCEDES BENZ;2011;2018;47301;0;0;0;47301;31-05-2018; ;Contado
ZS-2254;MINIBUS;HYUNDAI;2006;2018;47301;0;0;0;47301;31-05-2018; ;Contado
MY-3011;MINIBUS;HYUNDAI;2007;2018;47301;0;0;0;47301;31-05-2018; ;Contado
YRV-023;CARRO ARRASTRE;HECHIZO;2016;2018;23510;0;0;0;23510;01-06-2018; ;Contado
YRV-031;CARRO ARRASTRE;HECHIZO;2018;2018;23510;0;0;0;23510;18-06-2018; ;Contado
JZWG-71;MINIBUS;MERCEDES BENZ;2018;2018;47301;142;712;0;48155;19-06-2018; ;Contado
HSGY-32;MINIBUS;TOYOTA;2016;2018;47301;142;712;0;48155;20-06-2018; ;Contado
DZBZ-81;CAMIONETA;NISSAN;2012;2018;112766;677;5105;0;118548;27-06-2018;CT176029312;Contado
BFLJ-11;CAMIONETA;SSANGYONG;2008;2018;56989;456;3447;0;60892;05-07-2018;CT225001208;Contado
BFRG-90;CAMIONETA;MAZDA;2008;2018;75789;606;4584;0;80979;06-07-2018;CT160008808;Contado
RV-1951;STATION WAGON;CHEVROLET;1998;2018;23510;188;1422;0;25120;09-07-2018;SD050013898;Contado
KS-3000;AUTOMOVIL;CITROEN;1993;2018;23510;141;1064;0;24715;10-07-2018;HB052002593;Contado
YRV-040;CARRO ARRASTRE;HECHIZO;2018;2018;23510;0;0;0;23510;12-07-2018; ;Contado
YRV-167;CARRO ARRASTRE;S/MARCA;2016;2018;23510;188;1422;0;25120;12-07-2018; ;Contado
ST-4449;AUTOMOVIL;DAEWOO;1999;2017;11626;360;1978;69;13964;13-07-2018;HB057000899;2da. Cuota
ST-4449;AUTOMOVIL;DAEWOO;1999;2018;23510;188;1422;0;25120;13-07-2018;HB057000899;Contado
YRV-039;CARRO ARRASTRE;HECHIZO;2017;2018;23510;0;0;0;23510;19-07-2018; ;Contado
RR-7876;CAMIONETA;HYUNDAI;1998;2018;23510;188;1422;0;25120;20-07-2018;CT111000698;Contado
KHRB-14;CAMIONETA;FOTON;2018;2018;34381;0;0;0;34381;26-07-2018;CT080008118;Contado
DXXJ-65;AUTOMOVIL;CHEVROLET;2013;2018;15285;138;0;91;15423;02-08-2018;HB050012313;2da. Cuota
BYJD-21;CAMIONETA;NISSAN;2009;2018;31809;286;0;315;32095;07-08-2018;CT176023909;2da. Cuota
CFLZ-79;CAMIONETA;NISSAN;2010;2018;46948;0;0;465;46948;08-08-2018;CT176020310;2da. Cuota
HBK-098;MOTO;UM;2018;2018;23346;0;2451;0;25797;09-08-2018; ;Contado
FTSV-59;STATION WAGON;HYUNDAI;2001;2018;17265;0;0;171;17265;08-08-2018;VN111007501;2da. Cuota
HJCV-61;AUTOMOVIL;VOLKSWAGEN;2016;2018;41808;0;0;414;41808;09-08-2018;SD243016816;2da. Cuota
HTYW-58;STATION WAGON;BRILLIANCE;2015;2018;53765;0;0;532;53765;10-08-2018;SU035000415;2da. Cuota
JVCY-60;STATION WAGON;SUZUKI;2017;2018;61946;0;0;613;61946;10-08-2018;SU229027417;2da. Cuota
JJBB-78;STATION WAGON;SUZUKI;2017;2018;124364;0;0;1231;124364;10-08-2018;SU229029817;2da. Cuota
SE-1599;CAMIONETA;KIA MOTORS;1998;2012;19569;2016;24931;0;46516;13-08-2018;CT132000398;Contado
SE-1599;CAMIONETA;KIA MOTORS;1998;2013;20003;1720;21180;0;42903;13-08-2018;CT132000398;Contado
SE-1599;CAMIONETA;KIA MOTORS;1998;2014;20468;3295;18892;0;42655;13-08-2018;CT132000398;Contado
YN-9821;CAMIONETA;MITSUBISHI;2005;2018;15144;136;0;150;15280;17-08-2018;CT166002505;2da. Cuota
DKGF-35;CAMIONETA;TOYOTA;2012;2018;74369;669;0;736;75038;20-08-2018;CT235011512;2da. Cuota
YA-3742;CAMIONETA;TOYOTA;2005;2018;19083;172;0;189;19255;20-08-2018;CT235008905;2da. Cuota
BSKT-21;CAMIONETA;NISSAN;2008;2018;33425;301;0;331;33726;20-08-2018;CT176020308;2da. Cuota
YRV-041;CARRO ARRASTRE;DIMARINE;2018;2018;23510;0;0;0;23510;21-08-2018; ;Contado
CCFJ-33;STATION WAGON;SUZUKI;2010;2018;26961;0;0;267;26961;14-08-2018;SU229022210;2da. Cuota
CRBJ-26;CAMIONETA;CHEVROLET;2010;2018;43766;0;0;433;43766;15-08-2018;CT050028910;2da. Cuota
BYDG-55;STATION WAGON;DAIHATSU;2009;2018;28072;0;0;278;28072;15-08-2018;SU059010109;2da. Cuota
WV-4864;CAMIONETA;NISSAN;2007;2018;22618;0;0;224;22618;18-08-2018;CT176019507;2da. Cuota
FPKL-79;STATION WAGON;FORD;2013;2018;52099;0;0;516;52099;20-08-2018;SU079006213;2da. Cuota
DDZS-12;FURGON;PEUGEOT;2011;2018;24335;219;0;241;24554;22-08-2018;CO184009211;2da. Cuota
VL-9550;STATION WAGON;HYUNDAI;2003;2018;21002;189;0;208;21191;23-08-2018;SU111002903;2da. Cuota
XV-5480;CAMIONETA;CHEVROLET;2004;2018;12120;109;0;120;12229;24-08-2018;CT050020504;2da. Cuota
HVJJ-74;STATION WAGON;TOYOTA;2016;2018;139086;1252;0;1377;140338;24-08-2018;SU235010916;2da. Cuota
HBVD-76;CAMIONETA;MAHINDRA;2014;2018;64976;585;0;643;65561;24-08-2018;CT154002414;2da. Cuota
HSRS-41;AUTOMOVIL;KIA MOTORS;2016;2018;33627;303;0;333;33930;24-08-2018;HB132007916;2da. Cuota
HGSR-65;CAMIONETA;FIAT;2016;2018;44221;398;0;438;44619;24-08-2018;CT077001916;2da. Cuota
LJ-6522;CAMIONETA;MITSUBISHI;1994;2018;11873;107;0;118;11980;24-08-2018;CT166001194;2da. Cuota
FPBD-58;CAMIONETA;TOYOTA;2013;2018;126637;1140;0;1254;127777;27-08-2018;CT235013413;2da. Cuota
JPDX-14;STATION WAGON;RENAULT;2017;2018;55432;0;0;549;55432;21-08-2018;SU197007617;2da. Cuota
FFWL-95;CAMIONETA;CHEVROLET;2013;2018;80278;0;0;795;80278;23-08-2018;CT050026813;2da. Cuota
FCJR-49;CAMIONETA;CHEVROLET;2012;2018;67097;0;0;664;67097;23-08-2018;CT050030212;2da. Cuota
FRGV-46;CAMIONETA;TOYOTA;2013;2018;126637;0;0;1254;126637;23-08-2018;CT235013413;2da. Cuota
DSS-015;MOTO;MV AGUSTA;2016;2018;216654;0;0;2145;216654;24-08-2018;MT175002916;2da. Cuota
GBGB-91;CAMIONETA;DODGE;2013;2018;267356;0;0;2647;267356;24-08-2018;CT064007513;2da. Cuota
FJHP-29;CAMIONETA;CHEVROLET;2013;2018;85126;0;0;843;85126;24-08-2018;CT050032013;2da. Cuota
FBWY-12;STATION WAGON;FORD;2013;2018;123001;0;0;1218;123001;25-08-2018;SU079006513;2da. Cuota
HBSX-52;STATION WAGON;HYUNDAI;2015;2018;116183;0;0;1150;116183;27-08-2018;SU111016315;2da. Cuota
DWZV-13;CAMIONETA;TOYOTA;2012;2018;89519;0;0;886;89519;27-08-2018;CT235013312;2da. Cuota
UE-3808;AUTOMOVIL;NISSAN;2004;2018;11873;107;0;118;11980;27-08-2018;SD176021404;2da. Cuota
JJFY-81;CAMIONETA;KIA MOTORS;2017;2018;146560;1319;0;1451;147879;27-08-2018;CT132006017;2da. Cuota
GVKK-38;CAMIONETA;TOYOTA;2014;2018;134212;1208;0;1329;135420;27-08-2018;CT235013814;2da. Cuota
YX-5106;CAMIONETA;NISSAN;2005;2018;13787;124;0;137;13911;27-08-2018;CT176018805;2da. Cuota
WT-8753;STATION WAGON;HYUNDAI;2007;2018;22416;202;0;222;22618;28-08-2018;SU111005007;2da. Cuota
CKKF-71;CAMIONETA;TOYOTA;2010;2018;53462;481;0;529;53943;28-08-2018;CT235011610;2da. Cuota
HVZX-70;CAMIONETA;MAZDA;2016;2018;179486;0;0;1777;179486;27-08-2018;CT160012516;2da. Cuota
DWJS-29;STATION WAGON;PEUGEOT;2012;2018;62552;0;0;619;62552;27-08-2018;SU184012512;2da. Cuota
CFYL-29;CAMIONETA;NISSAN;2010;2018;38071;0;0;377;38071;27-08-2018;CT176028110;2da. Cuota
HRPX-14;STATION WAGON;HONDA;2016;2018;284229;0;0;2814;284229;27-08-2018;SU106003516;2da. Cuota
VL-9548;CAMIONETA;CHEVROLET;2003;2018;11873;0;0;118;11873;27-08-2018;CT050016703;2da. Cuota
GFLC-47;CAMIONETA;MAZDA;2014;2018;186354;0;0;1845;186354;28-08-2018;CT160011614;2da. Cuota
BVKF-21;CAMIONETA;NISSAN;2009;2018;41303;372;0;409;41675;29-08-2018;CT176024309;2da. Cuota
CJWX-66;AUTOMOVIL;SUZUKI;2010;2018;19992;0;0;198;19992;28-08-2018;HB229007710;2da. Cuota
JVJG-18;CAMIONETA;FIAT;2017;2018;85883;0;0;850;85883;29-08-2018;CT077002817;2da. Cuota
YK-7046;CAMIONETA;NISSAN;2005;2018;22113;199;0;219;22312;29-08-2018;CT176017605;2da. Cuota
DRZC-21;CAMIONETA;TOYOTA;2013;2018;126637;1140;0;1254;127777;29-08-2018;CT235013413;2da. Cuota
GDKG-77;CAMIONETA;TOYOTA;2014;2018;134212;1208;0;1329;135420;29-08-2018;CT235013814;2da. Cuota
JVVD-14;AUTOMOVIL;KIA MOTORS;2018;2018;133454;1201;0;1321;134655;29-08-2018;HB132010218;2da. Cuota
DDFX-18;CAMIONETA;VOLKSWAGEN;2011;2018;65885;593;0;652;66478;29-08-2018;CT243003511;2da. Cuota
BDVW-29;CAMIONETA;MITSUBISHI;2008;2018;37869;341;0;375;38210;29-08-2018;CT166004708;2da. Cuota
WP-9222;AUTOMOVIL;NISSAN;2007;2018;12019;108;0;119;12127;29-08-2018;SD176021407;2da. Cuota
HTZJ-70;CAMIONETA;FORD;2016;2018;227360;2046;0;2251;229406;29-08-2018;CT079017516;2da. Cuota
GPLL-17;CAMIONETA;MITSUBISHI;2014;2018;71642;645;0;709;72287;29-08-2018;CT166006114;2da. Cuota
YX-5196;FURGON;PEUGEOT;2005;2018;12019;108;0;119;12127;29-08-2018;CO184004105;2da. Cuota
DBHK-63;CAMIONETA;NISSAN;2011;2018;54977;495;0;544;55472;30-08-2018;CT176023711;2da. Cuota
DPZP-49;STATION WAGON;HONDA;2012;2018;162316;1461;0;1607;163777;30-08-2018;SU106003512;2da. Cuota
FGKR-99;CAMIONETA;NISSAN;2013;2018;63916;575;0;633;64491;30-08-2018;CT176030513;2da. Cuota
CFVP-83;CAMIONETA;TOYOTA;2010;2018;89822;808;0;889;90630;30-08-2018;CT235013010;2da. Cuota
DJDG-98;CAMIONETA;TOYOTA;2012;2018;89519;0;0;886;89519;29-08-2018;CT235013312;2da. Cuota
JGJZ-64;STATION WAGON;GREAT WALL;2017;2018;60128;0;0;595;60128;29-08-2018;SU091002217;2da. Cuota
UU-7978;CAMIONETA;CHEVROLET;2001;2018;11873;107;0;118;11980;30-08-2018;CT050015101;2da. Cuota
CBRB-79;CAMIONETA;TOYOTA;2010;2018;53462;481;0;529;53943;30-08-2018;CT235011610;2da. Cuota
DRTR-56;CAMIONETA;TOYOTA;2012;2018;89519;806;0;886;90325;30-08-2018;CT235013312;2da. Cuota
YRV-010;CARRO ARRASTRE;HECHIZO;2011;2016;22478;1349;10365;0;34192;30-08-2018; ;Contado
YRV-010;CARRO ARRASTRE;HECHIZO;2011;2017;23115;740;6083;0;29938;30-08-2018; ;Contado
YRV-010;CARRO ARRASTRE;HECHIZO;2011;2018;23510;212;1779;0;25501;30-08-2018; ;Contado
CRGS-25;CAMIONETA;NISSAN;2010;2018;33425;301;0;331;33726;30-08-2018;CT176019210;2da. Cuota
JWPK-72;REMOLQUE B;GOREN;2018;2018;59423;0;0;0;59423;30-08-2018; ;Contado
MY-2009;CAMIONETA;TOYOTA;2007;2018;28476;0;0;282;28476;30-08-2018;CT235010207;2da. Cuota
FHFW-58;AUTOMOVIL;KIA MOTORS;2013;2018;24234;0;0;240;24234;30-08-2018;HB132004213;2da. Cuota
BGCJ-55;STATION WAGON;LAND ROVER;2008;2018;227562;0;0;2253;227562;30-08-2018;SU141004808;2da. Cuota
GKPP-85;STATION WAGON;MITSUBISHI;2014;2018;160498;0;0;1589;160498;30-08-2018;VN166006514;2da. Cuota
GRYZ-29;STATION WAGON;SUZUKI;2014;2018;52099;469;0;516;52568;31-08-2018;CO229001914;2da. Cuota
HSRH-70;AUTOMOVIL;CHEVROLET;2016;2018;53159;478;0;526;53637;31-08-2018;SD050030716;2da. Cuota
PE-3360;AUTOMOVIL;OPEL;1996;2018;11873;0;0;118;11873;30-08-2018;SD181002396;2da. Cuota
FZGW-95;STATION WAGON;ZOTYE;2014;2018;22113;199;0;219;22312;31-08-2018;SU266000514;2da. Cuota
TP-9399;JEEP;SUZUKI;2000;2018;11873;107;0;118;11980;31-08-2018;SU229005100;2da. Cuota
CKPL-48;CAMIONETA;FORD;2011;2018;68612;618;0;679;69230;31-08-2018;CT079015411;2da. Cuota
SS-9327;AUTOMOVIL;CITROEN;1999;2018;11873;107;0;118;11980;31-08-2018;HB052008899;2da. Cuota
DLHY-86;CAMIONETA;TOYOTA;2012;2018;110123;991;0;1090;111114;31-08-2018;CT235013412;2da. Cuota
WW-7192;CAMIONETA;MITSUBISHI;2007;2018;31506;284;0;312;31790;31-08-2018;CT166004507;2da. Cuota
BRXB-30;CAMIONETA;TOYOTA;2008;2018;38576;0;0;382;38576;31-08-2018;CT235011608;2da. Cuota
JBWY-91;STATION WAGON;FORD;2017;2018;94670;0;0;937;94670;31-08-2018;SU079006217;2da. Cuota
XR-9463;MINIBUS PARTICULAR;HYUNDAI;2006;2018;26860;0;0;266;26860;31-08-2018;VN111009806;2da. Cuota
HGSB-46;AUTOMOVIL;SUZUKI;2015;2018;16154;145;0;160;16299;31-08-2018;HB229012015;2da. Cuota
YA-3836;CAMIONETA;TOYOTA;2005;2018;19083;172;0;189;19255;31-08-2018;CT235008905;2da. Cuota
RG-3184;CAMIONETA;CHEVROLET;1997;2018;11873;107;0;118;11980;31-08-2018;CT050008597;2da. Cuota
CBPV-31;STATION WAGON;CHEVROLET;2010;2018;43615;393;0;432;44008;31-08-2018;SU050006610;2da. Cuota
GRYY-16;STATION WAGON;HONDA;2014;2018;130727;0;0;1294;130727;31-08-2018;SU106004314;2da. Cuota
GSTR-19;CAMIONETA;NISSAN;2015;2018;114517;0;0;1134;114517;31-08-2018;CT176031615;2da. Cuota
CHWV-65;CAMIONETA;NISSAN;2010;2018;41404;0;621;410;42025;03-09-2018;CT176027510;2da. Cuota
JDWT-34;AUTOMOVIL;HYUNDAI;2017;2018;31001;0;465;307;31466;03-09-2018;HB111015517;2da. Cuota
BDKG-98;CAMIONETA;SSANGYONG;2008;2018;28779;374;437;285;29590;04-09-2018;CT225001208;2da. Cuota
CGZB-31;CAMIONETA;KIA MOTORS;2011;2018;63310;823;962;627;65095;05-09-2018;CT132005111;2da. Cuota
DBCS-60;MINIBUS;HYUNDAI;2011;2016;45180;2575;20057;0;67812;06-09-2018; ;Contado
DBCS-60;MINIBUS;HYUNDAI;2011;2017;46368;1345;11451;0;59164;06-09-2018; ;Contado
DBCS-60;MINIBUS;HYUNDAI;2011;2018;47301;520;2869;0;50690;06-09-2018; ;Contado
RY-2658;AUTOMOVIL;KIA MOTORS;1998;2018;11873;154;180;118;12207;06-09-2018;HB132000598;2da. Cuota
JDXC-27;AUTOMOVIL;VOLKSWAGEN;2017;2018;48008;624;729;475;49361;07-09-2018;SD243016817;2da. Cuota
UT-2260;CAMIONETA;TOYOTA;2001;2018;23510;306;2143;0;25959;07-09-2018;CT235003501;Contado
JTCV-30;TRACTOR;SONALIKA;2017;2018;47681;0;0;0;47681;10-09-2018; ;Contado
JGRG-61;AUTOMOVIL;GREAT WALL;2017;2018;38172;496;580;378;39248;12-09-2018;SD091000817;2da. Cuota
FVRH-56;CAMIONETA;HUANGHAI;2013;2018;33324;433;506;330;34263;12-09-2018; ;2da. Cuota
CCWW-59;CAMION;MITSUBISHI;2010;2018;47681;0;0;0;47681;13-09-2018; ;Contado
YRV-038;CARRO ARRASTRE;HECHIZO;2018;2018;23510;0;0;0;23510;14-09-2018; ;Contado
WW-9483;FURGON;RENAULT;2007;2018;12474;162;190;124;12826;20-09-2018;CO197001207;2da. Cuota
FRWH-31;AUTOMOVIL;CHEVROLET;2013;2018;27466;0;0;272;27466;31-08-2018;SD050022513;2da. Cuota
BCFW-92;AUTOMOVIL;SUZUKI;2007;2018;11873;0;0;118;11873;31-08-2018;HB229008307;2da. Cuota
DPLB-31;CAMIONETA;TOYOTA;2012;2018;74369;0;0;736;74369;31-08-2018;CT235011512;2da. Cuota
DWPK-50;CAMIONETA;NISSAN;2012;2018;66946;268;1008;663;68222;01-09-2018;CT176025912;2da. Cuota
UG-5586;STATION WAGON;SUBARU;2001;2018;13282;53;200;132;13535;03-09-2018;SU227011801;2da. Cuota
BDRL-88;CAMIONETA;NISSAN;2008;2018;40596;162;611;402;41369;03-09-2018;CT176018308;2da. Cuota
CLFY-89;AUTOMOVIL;TOYOTA;2010;2018;24032;96;362;238;24490;03-09-2018;HB235002510;2da. Cuota
BFVP-70;CAMIONETA;SSANGYONG;2008;2018;35142;141;529;348;35812;04-09-2018;CT225001608;2da. Cuota
WF-9367;CAMIONETA;NISSAN;2006;2018;25042;100;377;248;25519;04-09-2018;CT176017506;2da. Cuota
HZZJ-52;CAMIONETA;MAHINDRA;2016;2018;79066;316;1191;783;80573;07-09-2018;CT154002816;2da. Cuota
CTVY-63;CAMIONETA;NISSAN;2011;2018;54977;220;828;544;56025;12-09-2018;CT176023711;2da. Cuota
FBBZ-34;CAMIONETA;CHEVROLET;2012;2018;110729;443;1668;1096;112840;14-09-2018;CT050031212;2da. Cuota
BDXT-44;STATION WAGON;SUZUKI;2008;2018;35546;142;535;352;36223;14-09-2018;SU229019608;2da. Cuota
CLHR-92;CAMIONETA;NISSAN;2010;2018;51190;205;771;507;52166;14-09-2018;CT176028010;2da. Cuota
CFZS-91;AUTOMOVIL;HYUNDAI;2010;2018;20093;80;303;199;20476;14-09-2018;HB111004610;2da. Cuota
CGBF-55;CAMIONETA;MITSUBISHI;2010;2018;45887;184;691;454;46762;20-09-2018;CT166004610;2da. Cuota
CSCP-34;CAMIONETA;TOYOTA;2010;2018;46493;604;706;460;47803;20-09-2018;CT235011510;2da. Cuota
UC-2574;CAMION;MERCEDES BENZ;2002;2018;47681;0;0;0;47681;24-09-2018; ;Contado
DRHY-21;CAMION;MERCEDES BENZ;2012;2018;95362;0;0;0;95362;24-09-2018; ;Contado
GKLW-67;CAMION;CHEVROLET;2015;2018;143043;0;0;0;143043;25-09-2018; ;Contado
YH-3066;CAMION;MITSUBISHI;2005;2018;47681;0;0;0;47681;26-09-2018; ;Contado
WR-8825;CAMION;DAIHATSU;2007;2018;47681;0;0;0;47681;26-09-2018; ;Contado
BU-4700;CAMION;MERCEDES BENZ;1988;2018;95362;0;0;0;95362;27-09-2018; ;Contado
DKCF-76;CAMION;CHEVROLET;2012;2018;47681;0;0;0;47681;27-09-2018; ;Contado
ZU-2699;CAMIONETA;CHEVROLET;2007;2018;23510;306;2143;0;25959;27-09-2018;CT050025207;Contado
FDDW-41;STATION WAGON;KIA MOTORS;2013;2018;53159;691;808;526;54658;28-09-2018;SU132012313;2da. Cuota
WG-7556;CAMION;FORD;2006;2018;95362;0;0;0;95362;01-10-2018; ;Contado
GRCS-68;SEMI REMOLQUE;MONJE;2016;2018;71522;0;0;0;71522;01-10-2018; ;Contado
YN-5615;CAMION;CHEVROLET;2005;2018;47681;0;0;0;47681;01-10-2018; ;Contado
RZ-6180;CAMION;HYUNDAI;1998;2018;47681;0;0;0;47681;02-10-2018; ;Contado
GRZD-98;CAMION;JMC;2014;2018;47681;0;0;0;47681;03-10-2018; ;Contado
XF-6311;CAMION;CHEVROLET;2004;2018;47681;0;0;0;47681;03-10-2018; ;Contado
BRRK-21;CAMION;FORD;2008;2018;143043;0;0;0;143043;04-10-2018; ;Contado
DTPB-73;CAMIONETA;SSANGYONG;2012;2018;51644;775;1573;511;53992;04-10-2018;CT225002212;2da. Cuota
WX-1619;CAMION;IVECO;2007;2018;143043;286;2150;0;145479;04-10-2018; ;Contado
ZU-6225;CAMION;MERCEDES BENZ;2006;2018;47681;95;717;0;48493;05-10-2018; ;Contado
BPPV-77;STATION WAGON;SUZUKI;2008;2018;35344;177;1066;350;36587;05-10-2018;SU229021008;2da. Cuota
FPFZ-30;CAMIONETA;TOYOTA;2013;2018;103457;517;3119;1024;107093;08-10-2018;CT235013313;2da. Cuota
HZY-063;MOTO;HONDA;2007;2018;15767;0;1183;0;16950;08-10-2018;MT106023007;Contado
GXVW-86;CAMIONETA;MITSUBISHI;2015;2018;116032;1740;3533;1149;121305;09-10-2018;CT166006015;2da. Cuota
YJ-5570;CAMION;HYUNDAI;2006;2018;47681;95;717;0;48493;09-10-2018; ;Contado
JVJD-74;STATION WAGON;TOYOTA;2017;2018;388991;1945;11728;3851;402664;09-10-2018;SU235009917;2da. Cuota
CJK-065;MOTO;MOTORRAD;2015;2018;11873;59;358;118;12290;12-10-2018;MT173011315;2da. Cuota
GRVC-39;CASA RODANTE;FORD;2007;2018;206478;3097;6287;2044;215862;16-10-2018; ;2da. Cuota
WW-7779;CAMION;FORD;2007;2018;47681;95;717;0;48493;19-10-2018; ;Contado
ZJ-8707;CAMION;FORD;2006;2018;47681;95;717;0;48493;19-10-2018; ;Contado
JRXH-81;AUTOMOVIL;SUZUKI;2017;2018;36556;548;1113;362;38217;22-10-2018;HB229014917;2da. Cuota
KRHT-44;CAMIONETA;HYUNDAI;2019;2018;113321;0;1700;0;115021;25-10-2018;CT111007519;Contado
SD-5577;AUTOMOVIL;MAZDA;1998;2018;11873;59;358;118;12290;29-10-2018;SD160005798;2da. Cuota
GHFP-61;CAMIONETA;KIA MOTORS;2014;2016;122386;8567;53036;2046;183989;06-11-2018;CT132005114;2da. Cuota
GHFP-61;CAMIONETA;KIA MOTORS;2014;2017;225488;9245;70420;0;305153;06-11-2018;CT132005114;Contado
JTCV-17;TRACTOR;EUROPARD;2017;2018;47681;238;1438;0;49357;08-11-2018; ;Contado
BGDK-24;CAMION;VOLKSWAGEN;2008;2018;143043;715;4313;0;148071;08-11-2018; ;Contado
YN-7872;STATION WAGON;HYUNDAI;2005;2018;28173;254;1279;279;29706;07-11-2018;VN111010105;2da. Cuota
UC-8698;CAMIONETA;CHEVROLET;2001;2018;11873;107;539;118;12519;19-11-2018;CT050012701;2da. Cuota
HGSB-76;AUTOMOVIL;CHEVROLET;2015;2018;28375;142;856;281;29373;25-10-2018;SD050028215;2da. Cuota
CKKJ-25;FURGON;HYUNDAI;2010;2018;41909;754;1920;415;44583;29-11-2018;VN111012210;2da. Cuota
